a,b,s,v_mem,logpdf
10.0,10.0,0.5,50.0,-48659.37143874704
10.196560629352497,9.96844795021271,0.5097205458910932,49.891872297240205,-48660.426893417956
10.231199479721953,9.702916967259497,0.5061079606784076,50.202565441805035,-48659.64012203245
10.231555036173395,9.66639215658324,0.4960229759213925,50.25156443389814,-48659.65065175551
10.061374177997783,9.43603901379268,0.49442961116345335,50.28797582263692,-48659.06877095002
10.061374177997783,9.43603901379268,0.49442961116345335,50.28797582263692,-48659.06877095002
10.061374177997783,9.43603901379268,0.49442961116345335,50.28797582263692,-48659.06877095002
10.20881257059741,9.315730426415897,0.4992091924186615,50.14827411216434,-48659.50419404087
10.20881257059741,9.315730426415897,0.4992091924186615,50.14827411216434,-48659.50419404087
10.20881257059741,9.315730426415897,0.4992091924186615,50.14827411216434,-48659.50419404087
10.20881257059741,9.315730426415897,0.4992091924186615,50.14827411216434,-48659.50419404087
10.215484989355623,9.460336483676056,0.4983805988079158,50.16488202688716,-48659.508097114216
10.292314618741724,9.412968137389782,0.4966699482553791,49.96557321581086,-48660.12302588558
10.07781841664629,9.48917927417373,0.4946195661357051,49.91532527548107,-48659.67783333307
10.07781841664629,9.48917927417373,0.4946195661357051,49.91532527548107,-48659.67783333307
10.07781841664629,9.48917927417373,0.4946195661357051,49.91532527548107,-48659.67783333307
10.013832673081666,9.334935311358661,0.514965347336536,50.16321815679486,-48660.11172908246
9.595963923396182,9.040919163287947,0.5007981944229902,50.26423007637927,-48660.186173483846
9.61054213744473,9.000829319263442,0.4995329522607857,50.21511383554537,-48660.22843116298
9.71062564768567,9.03380945176917,0.5041599572395525,50.421001839722784,-48660.07700015724
9.742662869488012,9.13161212403579,0.4809944519148856,50.69072234828181,-48659.84441102747
9.600474457781003,9.208058778387226,0.4785118283537451,50.58296790137579,-48659.825576005635
9.372848368432853,9.30153911890412,0.48171508400650687,50.68901872310108,-48659.94667534497
9.69206097809818,8.962845216511905,0.474842368568789,50.664883018470746,-48660.61763402051
9.69206097809818,8.962845216511905,0.474842368568789,50.664883018470746,-48660.61763402051
9.45183554297993,8.990364874031219,0.4751000659637581,50.632628490278485,-48660.87120687055
9.480033726361023,9.012446846012589,0.4776886763208997,50.4864212148595,-48660.41872470725
9.469720546043618,9.039601401858501,0.4697079125262638,50.18779256795669,-48661.08526690097
9.697454872596591,9.061629503979278,0.4691341011925798,50.2382989153735,-48660.92719980707
9.538225361021277,9.145560175284945,0.4777609555630343,50.19545821391893,-48660.02824830762
9.51159569427354,9.330638518901166,0.47782519280362956,50.07874595810168,-48659.850469616606
9.51159569427354,9.330638518901166,0.47782519280362956,50.07874595810168,-48659.850469616606
9.404347717329994,9.224688929291805,0.4808889651019833,49.927162929023766,-48660.3542898616
9.401025266866677,9.270248725421329,0.4770779512380076,50.146662257611105,-48660.078025280935
9.3377983077881,9.0846821215322,0.47427230852440505,50.24272090845669,-48660.811804741264
9.53845579305564,9.008286721089977,0.4823670195447216,50.307775283230164,-48660.04761854619
9.53845579305564,9.008286721089977,0.4823670195447216,50.307775283230164,-48660.04761854619
9.421146458154807,9.193575732164764,0.49689346171670135,50.157289284311084,-48660.117589617585
9.421146458154807,9.193575732164764,0.49689346171670135,50.157289284311084,-48660.117589617585
9.423282072491075,9.312817370017674,0.49009348306091816,50.20957100194671,-48659.45553595772
9.423282072491075,9.312817370017674,0.49009348306091816,50.20957100194671,-48659.45553595772
9.223356208375316,9.142475341641086,0.4959614975901715,50.185880420000785,-48661.15889328592
9.301060565886809,9.207224997448032,0.5041692670871111,50.21468406432259,-48661.17875653188
9.594767008257266,9.272133604095167,0.5096241389001516,50.070555723288145,-48660.49858234919
9.448731477828822,9.657303963115922,0.5059663378007202,50.122084556031076,-48659.331770858575
9.448731477828822,9.657303963115922,0.5059663378007202,50.122084556031076,-48659.331770858575
9.371709164570781,9.591922825150084,0.5099366191576891,50.19459844549043,-48660.063015301515
9.371709164570781,9.591922825150084,0.5099366191576891,50.19459844549043,-48660.063015301515
9.266395407454493,9.553893838292595,0.47957184155252175,50.170630948333475,-48659.542064048284
9.266395407454493,9.553893838292595,0.47957184155252175,50.170630948333475,-48659.542064048284
8.994687167959773,9.691080026243242,0.4949357336851161,50.496967655760855,-48659.99393257625
9.469370940482465,9.641980632785037,0.480343985763642,50.1990820785641,-48659.10796054051
9.64009832360375,9.575825547114853,0.48761020011303763,50.28210160452856,-48658.70199365921
9.484951915897504,9.427184216187738,0.47741263859623384,50.53258790242853,-48659.597833085136
9.511091938130969,9.399728868406024,0.48437703071420907,50.444676323241815,-48659.12341535069
9.511091938130969,9.399728868406024,0.48437703071420907,50.444676323241815,-48659.12341535069
9.261617472144588,9.688026593986494,0.48311912721743633,50.35478036890102,-48658.99693760094
9.261617472144588,9.688026593986494,0.48311912721743633,50.35478036890102,-48658.99693760094
9.495673181569366,9.984985365835762,0.4859226050973752,50.751907792296414,-48658.73961619227
9.495673181569366,9.984985365835762,0.4859226050973752,50.751907792296414,-48658.73961619227
9.495673181569366,9.984985365835762,0.4859226050973752,50.751907792296414,-48658.73961619227
9.495673181569366,9.984985365835762,0.4859226050973752,50.751907792296414,-48658.73961619227
9.148465218546903,9.840177231236604,0.48707848401236953,50.72527421473262,-48659.13181550736
9.148465218546903,9.840177231236604,0.48707848401236953,50.72527421473262,-48659.13181550736
9.544971524956143,10.142180217143748,0.48718603923282366,50.756754666169535,-48658.69945758902
9.544971524956143,10.142180217143748,0.48718603923282366,50.756754666169535,-48658.69945758902
9.544971524956143,10.142180217143748,0.48718603923282366,50.756754666169535,-48658.69945758902
