a,b,v_mem,logpdf
10.0,10.0,50.0,-472002.2707310943
10.0,10.0,50.0,-472002.2707310943
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.002595755330164,9.831440659671568,49.94421815914534,-472001.7286334491
10.123090789649796,9.728678341647717,49.97927358319905,-472002.7862098537
10.123090789649796,9.728678341647717,49.97927358319905,-472002.7862098537
10.123090789649796,9.728678341647717,49.97927358319905,-472002.7862098537
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.864738487779594,10.172032656734036,49.916339971796546,-472002.40520913556
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.877120775160767,9.965404930058178,50.02382548629663,-472002.1204329256
9.968081525458492,9.820407403284067,50.05749862750829,-472002.82376034517
9.968081525458492,9.820407403284067,50.05749862750829,-472002.82376034517
9.930716687380405,10.069353045320408,50.08890622468681,-472002.98290729814
9.930716687380405,10.069353045320408,50.08890622468681,-472002.98290729814
9.923415363306074,9.828166723030973,50.08384565398974,-472004.12144168443
9.916383007320654,9.945873928749966,49.91174159044043,-472001.7177033576
9.916383007320654,9.945873928749966,49.91174159044043,-472001.7177033576
9.916383007320654,9.945873928749966,49.91174159044043,-472001.7177033576
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.969872007627503,9.882139164079657,50.0052461830473,-472001.5937284796
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.91369065455277,9.997615162786913,50.039248897436444,-472001.7126172931
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.85091357112597,10.10228658204694,50.02917271728846,-472001.89864920906
9.786617534669432,10.253259927065073,49.97713319371347,-472002.6844131801
9.806304655647818,10.108682593300214,49.85847444699631,-472003.01318439964
9.806304655647818,10.108682593300214,49.85847444699631,-472003.01318439964
9.806304655647818,10.108682593300214,49.85847444699631,-472003.01318439964
9.806304655647818,10.108682593300214,49.85847444699631,-472003.01318439964
9.860100338083676,9.98043753695403,50.06391187193768,-472002.8056052501
9.860100338083676,9.98043753695403,50.06391187193768,-472002.8056052501
9.860100338083676,9.98043753695403,50.06391187193768,-472002.8056052501
9.860100338083676,9.98043753695403,50.06391187193768,-472002.8056052501
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
9.870248987549598,9.9753779995484,50.089615372089916,-472003.12816049304
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
10.105365326238372,9.804320910673185,50.08023975620261,-472003.6766735768
