v_mem,a,b,sigma_fg_normed,logpdf
50.0,10.0,10.0,0.5,-44911.568286136986
50.0,10.0,10.0,0.5,-44911.568286136986
49.996424955629024,10.146976667502857,9.935606641525988,0.4943347552142745,-44910.78912562599
49.996424955629024,10.146976667502857,9.935606641525988,0.4943347552142745,-44910.78912562599
50.08929399889781,10.23538414849104,9.881674600509019,0.4931532975998798,-44909.95133289681
50.08929399889781,10.23538414849104,9.881674600509019,0.4931532975998798,-44909.95133289681
50.08929399889781,10.23538414849104,9.881674600509019,0.4931532975998798,-44909.95133289681
50.176039157319046,10.254386944595936,9.923982694359529,0.5102523443298569,-44905.88478900517
49.9106053403229,10.183586661003291,9.882667321900048,0.5187953011777202,-44906.12977322182
49.9106053403229,10.183586661003291,9.882667321900048,0.5187953011777202,-44906.12977322182
49.67696470013242,10.462454976032037,9.58750802100802,0.5325175220212108,-44903.47024735469
49.699017208287955,10.303251366135651,9.579666865658943,0.5489567618744001,-44902.757400813345
49.279482101043406,10.75241740722509,9.601599754339412,0.558662445525878,-44900.224874938955
49.394655402145816,10.87935968565496,9.914685674158113,0.5586212242340517,-44898.1625985396
49.677400551444464,10.779817924170343,10.206147046961453,0.5546938944926254,-44896.49500522255
49.59327128268584,10.69589656071389,10.455763897300255,0.5599328253480287,-44896.60147743107
49.73290196630862,10.8126013188627,10.605439614262771,0.5780478192605658,-44895.49587974803
49.73290196630862,10.8126013188627,10.605439614262771,0.5780478192605658,-44895.49587974803
50.15898580584296,10.888909350438963,10.58983035195364,0.5750858518448756,-44894.84902714542
50.31742653692447,10.915259187030756,10.679906376318883,0.5574873423608011,-44895.80790631598
50.31742653692447,10.915259187030756,10.679906376318883,0.5574873423608011,-44895.80790631598
50.41063155506514,10.924060280512116,10.578438695717582,0.5611637348374182,-44895.60107743391
50.47852639019011,10.834448624508418,10.276406224872051,0.5599545470627773,-44895.24548419901
50.47852639019011,10.834448624508418,10.276406224872051,0.5599545470627773,-44895.24548419901
50.47852639019011,10.834448624508418,10.276406224872051,0.5599545470627773,-44895.24548419901
50.47852639019011,10.834448624508418,10.276406224872051,0.5599545470627773,-44895.24548419901
50.498983571287766,10.580066861766435,9.831499230865763,0.5602622325347304,-44896.83109080866
50.71965973668631,10.47620331720689,10.063355491568588,0.5595358172114097,-44897.706366007355
50.624727241155746,10.490219073679874,10.20177071868242,0.5613276273276305,-44896.5208287604
50.624727241155746,10.490219073679874,10.20177071868242,0.5613276273276305,-44896.5208287604
50.518724117138014,10.543786296808918,10.163631819664737,0.5598176984987805,-44896.055083989246
50.518724117138014,10.543786296808918,10.163631819664737,0.5598176984987805,-44896.055083989246
50.574165158340094,10.829371548626916,10.176671611069532,0.5616955875448646,-44895.47100263341
50.54186044873802,10.701443312673211,10.067587666986778,0.5686571189157787,-44895.13587589243
50.29842500125818,10.435085823714799,10.035501507060594,0.5759565211916815,-44894.94990792086
50.29842500125818,10.435085823714799,10.035501507060594,0.5759565211916815,-44894.94990792086
50.53682259338987,10.281819356581043,10.056842708927078,0.5814095773871955,-44896.0733832742
50.515212464353084,10.282224893223608,9.492404288847528,0.5879406495131642,-44898.28886101406
50.515212464353084,10.282224893223608,9.492404288847528,0.5879406495131642,-44898.28886101406
50.515212464353084,10.282224893223608,9.492404288847528,0.5879406495131642,-44898.28886101406
50.03238342848222,10.229144448699039,9.659645283615525,0.6020384439227873,-44895.27800594604
50.079966673870175,10.316270114412411,9.698558333943245,0.6059271419433124,-44893.9962158782
50.16414310102074,10.569604810973763,9.493683282486973,0.5995088024562238,-44893.76219011347
50.16414310102074,10.569604810973763,9.493683282486973,0.5995088024562238,-44893.76219011347
50.16414310102074,10.569604810973763,9.493683282486973,0.5995088024562238,-44893.76219011347
50.23408284341549,10.768475483860204,9.618583946084842,0.6029769647105667,-44892.54930840507
50.11011730492831,10.764150121880794,9.703275247699791,0.6174601952957703,-44891.60706509164
50.11011730492831,10.764150121880794,9.703275247699791,0.6174601952957703,-44891.60706509164
50.11928908481354,10.83071546392794,9.639837644788345,0.6320447736857566,-44890.99421730831
50.267814178647505,10.696018182564185,9.600793692932362,0.6512259467180336,-44890.27837175151
50.348362787438454,10.770651883736384,9.554694518205572,0.6569601965933067,-44890.318673774214
50.01176851240261,10.656207707883725,9.439363724371214,0.6477627019742302,-44890.29330999624
50.01176851240261,10.656207707883725,9.439363724371214,0.6477627019742302,-44890.29330999624
50.01176851240261,10.656207707883725,9.439363724371214,0.6477627019742302,-44890.29330999624
50.003896022730856,10.727397071317984,9.13056401758965,0.6478501913173417,-44890.55151559074
49.89847033502751,10.899030712600899,9.413284684681734,0.6473446912111596,-44890.54962518996
49.89847033502751,10.899030712600899,9.413284684681734,0.6473446912111596,-44890.54962518996
49.957410724603854,11.125489595808855,9.229359207064082,0.6638962020023741,-44890.45960937619
49.957410724603854,11.125489595808855,9.229359207064082,0.6638962020023741,-44890.45960937619
49.86094076978719,11.021062229644071,9.299608738608965,0.6746789556024365,-44890.11402188525
49.86094076978719,11.021062229644071,9.299608738608965,0.6746789556024365,-44890.11402188525
50.191426178507186,11.007608375868422,9.145811240499867,0.6740245836257702,-44889.64400296562
49.852430645806336,10.614301020904454,8.870703049370507,0.6858471868391913,-44889.37750490943
49.96180362485034,10.395583686916932,9.143474872394194,0.6930165508917485,-44889.10044276681
50.24514685114723,10.341007277489709,8.992698457037791,0.6944406126934386,-44889.98672462098
50.03615475698262,10.756672929757451,8.93915583683625,0.6873536513916054,-44888.77185909657
50.07521367812938,10.99126623870147,8.618653092801257,0.6911674426626256,-44888.80448680303
49.90037389173992,11.370656800360097,8.337148410056876,0.6962378698712159,-44889.474392195865
49.57461273068852,11.260520004742064,8.542958650279946,0.6939424200906378,-44890.28465479234
