v_mem,a,b,sigma_fg_normed,logpdf
50.0,10.0,10.0,0.5,-89785.80093138044
50.004585823284906,9.90900446411333,10.271558885433206,0.4953663562376778,-89783.69273385998
50.01789300430259,9.562622365091306,10.614385799192608,0.5033723435585322,-89783.00345228575
50.01789300430259,9.562622365091306,10.614385799192608,0.5033723435585322,-89783.00345228575
49.74156002578606,9.83194474516193,10.512558302499082,0.502175954683934,-89776.49718538979
49.875579381957,9.88496942054455,10.522401849686382,0.5063917582800042,-89774.42090190446
49.875579381957,9.88496942054455,10.522401849686382,0.5063917582800042,-89774.42090190446
49.773612815938606,10.136762412835447,10.545186535847552,0.5004159694694207,-89771.0075286665
49.773612815938606,10.136762412835447,10.545186535847552,0.5004159694694207,-89771.0075286665
49.69869829782541,9.92612879556204,10.978256336169595,0.49179128341130085,-89770.22412764694
49.69869829782541,9.92612879556204,10.978256336169595,0.49179128341130085,-89770.22412764694
49.434462518998906,10.03886172101798,11.233253165028671,0.4953482803805891,-89765.88930644719
49.33420133852176,9.917818792236881,11.118287423764889,0.5161814310132693,-89763.54187161973
49.26183077160787,9.971454083573803,11.361172016922879,0.5063652846358644,-89764.02660516044
49.26183077160787,9.971454083573803,11.361172016922879,0.5063652846358644,-89764.02660516044
49.26183077160787,9.971454083573803,11.361172016922879,0.5063652846358644,-89764.02660516044
49.26183077160787,9.971454083573803,11.361172016922879,0.5063652846358644,-89764.02660516044
49.26183077160787,9.971454083573803,11.361172016922879,0.5063652846358644,-89764.02660516044
49.60781433803319,10.163034546414229,11.453769376745827,0.5023060957817005,-89762.7172978402
49.60781433803319,10.163034546414229,11.453769376745827,0.5023060957817005,-89762.7172978402
49.43314727631936,9.902610123463852,11.396041437679855,0.49526131402275003,-89765.52537978394
49.78790865192828,10.121289078080343,11.253695040527614,0.4995657031712717,-89764.36083940351
49.78790865192828,10.121289078080343,11.253695040527614,0.4995657031712717,-89764.36083940351
49.80335569486284,10.338146470387118,11.337613583828839,0.4985695996917146,-89764.3610848679
49.80335569486284,10.338146470387118,11.337613583828839,0.4985695996917146,-89764.3610848679
49.80335569486284,10.338146470387118,11.337613583828839,0.4985695996917146,-89764.3610848679
49.60200460621038,10.169553793727935,11.132244531447524,0.5035460960389834,-89763.91576846581
49.60200460621038,10.169553793727935,11.132244531447524,0.5035460960389834,-89763.91576846581
49.60200460621038,10.169553793727935,11.132244531447524,0.5035460960389834,-89763.91576846581
49.60200460621038,10.169553793727935,11.132244531447524,0.5035460960389834,-89763.91576846581
49.53575687928524,10.05955984927647,11.301960406458415,0.5069171748465664,-89762.65285307216
49.53575687928524,10.05955984927647,11.301960406458415,0.5069171748465664,-89762.65285307216
