v_mem,a,b,sigma_fg_normed,logpdf
50.0,10.0,10.0,0.5,-237183.04377507739
50.644111946083754,10.803632508613527,10.210097985775377,0.502733717914602,-236749.36554821703
50.644111946083754,10.803632508613527,10.210097985775377,0.502733717914602,-236749.36554821703
50.644111946083754,10.803632508613527,10.210097985775377,0.502733717914602,-236749.36554821703
51.66887692693757,13.138027268319737,10.232974771398512,0.5098556998029973,-235950.29364812598
51.66887692693757,13.138027268319737,10.232974771398512,0.5098556998029973,-235950.29364812598
52.267315175167035,14.086865692380904,11.48541524666365,0.5209001069042708,-235719.25114514583
52.1532048199905,15.033726611252087,12.850340020180793,0.5301779724978983,-235578.8323498607
51.28049156267504,15.197026181329386,12.98913823371582,0.5170549124778842,-235538.00311981502
51.28049156267504,15.197026181329386,12.98913823371582,0.5170549124778842,-235538.00311981502
51.28049156267504,15.197026181329386,12.98913823371582,0.5170549124778842,-235538.00311981502
50.903685139708514,16.39745554049439,12.334698327652335,0.537433097847789,-235428.43809411992
50.903685139708514,16.39745554049439,12.334698327652335,0.537433097847789,-235428.43809411992
50.903685139708514,16.39745554049439,12.334698327652335,0.537433097847789,-235428.43809411992
50.903685139708514,16.39745554049439,12.334698327652335,0.537433097847789,-235428.43809411992
50.903685139708514,16.39745554049439,12.334698327652335,0.537433097847789,-235428.43809411992
51.38389179253748,17.44814798924289,12.29812365319639,0.5596946678065284,-235395.29747177515
51.38389179253748,17.44814798924289,12.29812365319639,0.5596946678065284,-235395.29747177515
51.94495440919316,18.598014431288608,11.59304249197849,0.5634925895049667,-235359.9662598565
51.481397294108355,18.764952832184413,9.50041642685678,0.5552152448358629,-235254.9608826268
52.55878011909032,18.73698524725864,7.902170921676603,0.5612627658484458,-235234.49798431262
52.47204845751601,18.913375852663464,7.383175050957602,0.5585708236842809,-235206.09189872874
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.9720561265321,19.9846155280848,7.252478660668763,0.5707459255714885,-235160.43296065505
51.956430875102235,20.079537091250973,6.9244635550848095,0.575038629198607,-235146.3112272978
51.956430875102235,20.079537091250973,6.9244635550848095,0.575038629198607,-235146.3112272978
50.47552582479748,20.030881058008017,6.97108891503484,0.5807583361475963,-235127.66980424713
50.47552582479748,20.030881058008017,6.97108891503484,0.5807583361475963,-235127.66980424713
50.47552582479748,20.030881058008017,6.97108891503484,0.5807583361475963,-235127.66980424713
50.47552582479748,20.030881058008017,6.97108891503484,0.5807583361475963,-235127.66980424713
50.23999239978603,19.094682297662494,4.912666953892119,0.5733541608515974,-235080.09203159995
50.23999239978603,19.094682297662494,4.912666953892119,0.5733541608515974,-235080.09203159995
50.23999239978603,19.094682297662494,4.912666953892119,0.5733541608515974,-235080.09203159995
49.615013353791866,19.357183287281497,4.73400534777723,0.5659864239655497,-235067.63832591416
48.464701176001974,20.129820872572846,3.9139230015105393,0.5835366012338742,-235049.06758051328
48.464701176001974,20.129820872572846,3.9139230015105393,0.5835366012338742,-235049.06758051328
47.76212579604769,21.36444380938212,2.739534982769311,0.5824351367260963,-235012.65652526743
49.42436133168025,21.565432435501197,2.7374944305701807,0.5766088601056251,-234935.83670396855
49.026289748354536,23.50068264281991,0.9988019724162942,0.584362239476646,-234869.15155836093
49.026289748354536,23.50068264281991,0.9988019724162942,0.584362239476646,-234869.15155836093
49.170230125703355,24.575982989120316,0.5412332705883375,0.5872772880831489,-234862.70347041034
47.955219104714246,23.847429130859194,-0.6043642720538741,0.5600480940603009,-234846.7437526029
47.955219104714246,23.847429130859194,-0.6043642720538741,0.5600480940603009,-234846.7437526029
48.41479426716689,23.00000606438614,-0.21913003949057425,0.5585073578413666,-234846.0855915551
48.41479426716689,23.00000606438614,-0.21913003949057425,0.5585073578413666,-234846.0855915551
48.41479426716689,23.00000606438614,-0.21913003949057425,0.5585073578413666,-234846.0855915551
48.41479426716689,23.00000606438614,-0.21913003949057425,0.5585073578413666,-234846.0855915551
48.41479426716689,23.00000606438614,-0.21913003949057425,0.5585073578413666,-234846.0855915551
50.21490085825406,23.22763676406388,-1.9202062843248358,0.5565803355752637,-234763.09699773422
50.21490085825406,23.22763676406388,-1.9202062843248358,0.5565803355752637,-234763.09699773422
50.21490085825406,23.22763676406388,-1.9202062843248358,0.5565803355752637,-234763.09699773422
50.21490085825406,23.22763676406388,-1.9202062843248358,0.5565803355752637,-234763.09699773422
50.21490085825406,23.22763676406388,-1.9202062843248358,0.5565803355752637,-234763.09699773422
49.22431830437355,25.240185281951916,-3.2326581993814214,0.5572407462880343,-234700.2297709148
50.55915898716026,25.217616634586403,-2.6657394819478064,0.5516876014834725,-234692.99474524724
50.55915898716026,25.217616634586403,-2.6657394819478064,0.5516876014834725,-234692.99474524724
50.55915898716026,25.217616634586403,-2.6657394819478064,0.5516876014834725,-234692.99474524724
