v_mem,a,b,s,logpdf
50.0,10.0,10.0,0.5,-14599.951358049631
49.94217868179051,9.87123032715927,9.885394396938755,0.5025827113609402,-14597.569810804798
49.94217868179051,9.87123032715927,9.885394396938755,0.5025827113609402,-14597.569810804798
49.94217868179051,9.87123032715927,9.885394396938755,0.5025827113609402,-14597.569810804798
49.79686112157022,9.954354121768814,9.4748873663837,0.5231296616286255,-14579.050180203016
49.79686112157022,9.954354121768814,9.4748873663837,0.5231296616286255,-14579.050180203016
49.79686112157022,9.954354121768814,9.4748873663837,0.5231296616286255,-14579.050180203016
49.76643168887668,9.941376393998958,9.447518244771457,0.5236710547115246,-14578.628014744698
49.82207611665627,10.062486081387165,9.47430968441339,0.534118566796294,-14569.13037017536
49.6135151407989,10.12237244720683,9.420955886287793,0.5367080706064262,-14566.936181131743
49.6135151407989,10.12237244720683,9.420955886287793,0.5367080706064262,-14566.936181131743
49.6384918182887,10.013465891938887,9.417191016335698,0.5369150625581565,-14566.896082688043
49.46942524955479,10.079856954474899,9.348231098411441,0.5564287942981297,-14550.471701801536
49.62980482711325,10.048273968905796,9.378699122050802,0.564207883276191,-14543.956286701006
49.62980482711325,10.048273968905796,9.378699122050802,0.564207883276191,-14543.956286701006
49.62980482711325,10.048273968905796,9.378699122050802,0.564207883276191,-14543.956286701006
49.875637825256184,9.944441362408506,9.398095963811018,0.5662296455307969,-14542.516154511159
50.04275151659864,10.085672531462405,9.322648217763835,0.5806898981726837,-14530.879914691213
50.33668848063977,9.869458090270559,9.580188903950559,0.6017201138669528,-14515.317431104357
50.33668848063977,9.869458090270559,9.580188903950559,0.6017201138669528,-14515.317431104357
50.23108883977498,9.96177384384162,9.673167747881163,0.6063154841647492,-14511.025402991061
50.23108883977498,9.96177384384162,9.673167747881163,0.6063154841647492,-14511.025402991061
50.32917316616912,10.090567716513757,9.978063180141302,0.6157791614783352,-14502.601841156924
50.38417198792753,10.219894687369184,9.715144914499124,0.6211133421562545,-14499.24716306576
50.38417198792753,10.219894687369184,9.715144914499124,0.6211133421562545,-14499.24716306576
50.50254525848826,10.381541424620584,10.166081802626405,0.6280208747975683,-14492.344687568368
50.50254525848826,10.381541424620584,10.166081802626405,0.6280208747975683,-14492.344687568368
50.50254525848826,10.381541424620584,10.166081802626405,0.6280208747975683,-14492.344687568368
50.50254525848826,10.381541424620584,10.166081802626405,0.6280208747975683,-14492.344687568368
50.39080045421838,10.737730057669143,10.54162704548585,0.6331482466928221,-14486.670753833678
50.39080045421838,10.737730057669143,10.54162704548585,0.6331482466928221,-14486.670753833678
50.47117532075393,10.785532805016244,10.377770274768078,0.634795898174128,-14485.91732318996
50.418982962789435,10.344661672154087,10.424938759747903,0.6457916918498753,-14478.980884831042
50.418982962789435,10.344661672154087,10.424938759747903,0.6457916918498753,-14478.980884831042
50.418982962789435,10.344661672154087,10.424938759747903,0.6457916918498753,-14478.980884831042
50.64305322180858,10.247368777312452,10.51844436558048,0.6528779195513745,-14474.496087393756
50.3830482641894,10.115280347555629,10.432035291068608,0.6662835095781727,-14466.337772365907
50.27116447567065,10.010146023840024,10.576548466599608,0.6855506241884811,-14454.288075727703
50.266983884814934,9.95463092547908,10.736248021078621,0.6902019217865856,-14451.091235941592
50.266983884814934,9.95463092547908,10.736248021078621,0.6902019217865856,-14451.091235941592
50.266983884814934,9.95463092547908,10.736248021078621,0.6902019217865856,-14451.091235941592
50.16983203183329,10.003670775437353,10.718685037079752,0.7047511153768443,-14442.399194563022
50.16983203183329,10.003670775437353,10.718685037079752,0.7047511153768443,-14442.399194563022
50.16983203183329,10.003670775437353,10.718685037079752,0.7047511153768443,-14442.399194563022
50.26076960412988,10.341931437583948,10.51232584680526,0.7008603566044885,-14443.471772392764
50.256118197980186,10.502548391404584,10.359792745852486,0.7045960063525868,-14441.109857292253
50.256118197980186,10.502548391404584,10.359792745852486,0.7045960063525868,-14441.109857292253
50.16244306039828,10.5260665017363,10.21539475826157,0.710462581300337,-14438.30957470682
50.31749000637298,10.74745518983339,10.17812677434061,0.7246868309676727,-14429.265429604284
50.77043494025385,10.770070516818832,10.448529840836573,0.7315602966864743,-14424.365262272077
50.77043494025385,10.770070516818832,10.448529840836573,0.7315602966864743,-14424.365262272077
50.68791725370287,11.008415920550359,10.706971608073832,0.7286147427137196,-14423.549380443375
50.70557170088751,11.069778001926258,10.623697859341013,0.7311238310006238,-14422.252232515799
50.70557170088751,11.069778001926258,10.623697859341013,0.7311238310006238,-14422.252232515799
50.536989655432166,10.95780235714578,10.678461409809975,0.7348768672021909,-14420.23468296974
50.396018952607065,11.020587694241442,10.455433159754309,0.7404407432592188,-14417.87300930512
50.396018952607065,11.020587694241442,10.455433159754309,0.7404407432592188,-14417.87300930512
50.396018952607065,11.020587694241442,10.455433159754309,0.7404407432592188,-14417.87300930512
50.460474177217094,10.877938243819216,10.235913574627336,0.7600939425016668,-14409.715771853645
50.460474177217094,10.877938243819216,10.235913574627336,0.7600939425016668,-14409.715771853645
50.460474177217094,10.877938243819216,10.235913574627336,0.7600939425016668,-14409.715771853645
50.47899525432805,10.937748299072588,9.998597887126788,0.7744116636031985,-14403.929552841033
50.51310251617493,10.759200803063113,9.94598582739195,0.7781031717928826,-14404.178618976837
50.535314255301806,10.896879079678763,10.235813540910817,0.7846145900421324,-14398.124047056524
50.4706958612378,10.603048659393105,10.475066364869074,0.7882079773286328,-14397.521742928599
50.48226826708009,10.531876377280405,10.336226068177838,0.79201759293735,-14397.661089642956
50.48226826708009,10.531876377280405,10.336226068177838,0.79201759293735,-14397.661089642956
50.23188133362913,10.698286850285577,10.296118612991163,0.8111912260227657,-14388.7829824631
50.38100664033023,10.674133858417182,10.365954158025437,0.8183977410329228,-14385.74281924076
50.26065966287647,10.599271340230283,10.386849885189937,0.8283248448034286,-14383.111651691728
50.26065966287647,10.599271340230283,10.386849885189937,0.8283248448034286,-14383.111651691728
50.2437920816123,10.734208942299272,10.411843091842284,0.8250068935036231,-14382.448512700923
50.43849729900933,10.76357604951077,10.737525122704856,0.8278831602171917,-14378.351314718491
50.43849729900933,10.76357604951077,10.737525122704856,0.8278831602171917,-14378.351314718491
50.43849729900933,10.76357604951077,10.737525122704856,0.8278831602171917,-14378.351314718491
50.43849729900933,10.76357604951077,10.737525122704856,0.8278831602171917,-14378.351314718491
50.43849729900933,10.76357604951077,10.737525122704856,0.8278831602171917,-14378.351314718491
50.42644525579863,10.801206094092226,10.590150018804325,0.8339389980975448,-14376.992738753495
50.42644525579863,10.801206094092226,10.590150018804325,0.8339389980975448,-14376.992738753495
50.28531983043924,11.13947769982143,10.489534418548107,0.8482435724699412,-14369.467247667708
50.352522802591906,11.368671903394628,10.521845179828293,0.850369672300977,-14366.126598225292
50.41530253863445,11.239347623081578,10.672193806643465,0.8542805936510909,-14364.851022797797
50.41530253863445,11.239347623081578,10.672193806643465,0.8542805936510909,-14364.851022797797
50.38741369492468,11.256641638318188,10.599972175507961,0.8804625513836466,-14357.482312321685
50.54428167551088,11.305302483466331,10.432681806080435,0.8907389489077292,-14355.637101871183
50.584188949726425,11.136547016486357,10.609103432170581,0.8953636000973307,-14355.139468738871
50.03791047986104,11.403516692665598,10.550603630649956,0.9053196583947768,-14351.066227127303
50.03791047986104,11.403516692665598,10.550603630649956,0.9053196583947768,-14351.066227127303
50.03122564650638,11.585772063586388,10.645913775500501,0.8993704840932111,-14349.191697994062
50.01748361997066,11.87103132896739,10.674006507604297,0.9114017786356635,-14342.87220722557
50.01748361997066,11.87103132896739,10.674006507604297,0.9114017786356635,-14342.87220722557
50.01748361997066,11.87103132896739,10.674006507604297,0.9114017786356635,-14342.87220722557
49.95403965364628,11.889280805578727,10.664548656314464,0.9198936149930307,-14341.090268730793
49.82182210561322,12.244085568815466,10.604766835236926,0.9163510978576489,-14339.043900778503
49.82182210561322,12.244085568815466,10.604766835236926,0.9163510978576489,-14339.043900778503
49.89279163490922,12.368523790737672,10.759095644257673,0.9326206970300867,-14332.48248417037
49.99967939214378,12.624900771970742,11.026155882572791,0.9339838618082783,-14327.376012971123
49.899737850090105,12.609830587755596,11.212495793241255,0.9402130096322179,-14325.040982795737
50.061101773978024,12.88254361756048,11.383340318864636,0.9467870609070868,-14319.546959933952
50.061101773978024,12.88254361756048,11.383340318864636,0.9467870609070868,-14319.546959933952
50.32181883652897,12.927730384410992,11.276714953135684,0.9531788166310041,-14317.498418439092
50.17561866769354,13.16085834258883,11.352667281271811,0.9551042230679238,-14315.344811322895
50.17561866769354,13.16085834258883,11.352667281271811,0.9551042230679238,-14315.344811322895
