v_mem,a,b,logpdf
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
50.0,10.0,10.0,-472314.0922109964
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
49.946431696433535,9.922552488516637,10.017290699657837,-472313.3747137771
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
50.022801840006984,9.982494400994256,10.051723708942799,-472314.5635072561
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.997219835994166,9.941790710282103,10.098571374312781,-472314.0286491839
49.94054891321442,9.826185285284955,10.059197044394615,-472314.6068152538
49.94054891321442,9.826185285284955,10.059197044394615,-472314.6068152538
49.94054891321442,9.826185285284955,10.059197044394615,-472314.6068152538
49.94054891321442,9.826185285284955,10.059197044394615,-472314.6068152538
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
49.91088173411854,9.994495397020781,9.868022260863071,-472314.01608679007
50.01518965837315,9.956456714182847,9.979084582794007,-472314.08518124704
50.04950303466669,9.829602782033744,10.044908291695933,-472316.1309973306
50.04950303466669,9.829602782033744,10.044908291695933,-472316.1309973306
50.15693547538867,9.983731239429753,9.88662911936112,-472318.5509566439
50.15693547538867,9.983731239429753,9.88662911936112,-472318.5509566439
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.044502196846345,10.103876810418509,9.669001115936718,-472317.4395909014
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
50.11930073069743,10.016870645837045,9.893752049436745,-472316.95121048484
49.935630623000876,10.154745298185444,9.879190530571616,-472316.2634560558
49.935630623000876,10.154745298185444,9.879190530571616,-472316.2634560558
49.935630623000876,10.154745298185444,9.879190530571616,-472316.2634560558
49.98649148019289,10.056400707419748,9.86761228037539,-472314.3064425016
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
50.03997647552166,10.10898505484605,9.759769045563766,-472316.0198428817
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
49.8904216773856,9.95762698584406,9.9032367832013,-472314.0761618599
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.164691071785164,9.915078115867662,10.073887890036278,-472318.2230918884
50.13381219425682,10.036246742801582,10.031078340696451,-472318.36805305915
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.033547246911844,9.974539467401721,10.013560650261187,-472314.4257523297
50.018575229856836,9.952810013817933,10.100600071591066,-472314.5112486111
50.018575229856836,9.952810013817933,10.100600071591066,-472314.5112486111
50.018575229856836,9.952810013817933,10.100600071591066,-472314.5112486111
50.018575229856836,9.952810013817933,10.100600071591066,-472314.5112486111
49.749894769580735,9.894176515859856,10.100355017462642,-472315.6144828391
49.96386523085838,10.18359670397401,9.836128496283624,-472316.87627382326
49.96386523085838,10.18359670397401,9.836128496283624,-472316.87627382326
49.96386523085838,10.18359670397401,9.836128496283624,-472316.87627382326
49.96386523085838,10.18359670397401,9.836128496283624,-472316.87627382326
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.76824751434024,10.102601453450728,9.706761791735053,-472317.4212319793
49.96058352748833,10.018863987280607,9.811173912799317,-472314.68401918054
49.96058352748833,10.018863987280607,9.811173912799317,-472314.68401918054
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
49.9227948903991,9.82701676856471,10.064483229860924,-472314.46553007414
50.00322295178015,9.864570398132223,10.050165621591942,-472314.38331031514
50.01311718691493,10.072177922393688,9.916338551625559,-472314.97009172034
50.01311718691493,10.072177922393688,9.916338551625559,-472314.97009172034
50.01311718691493,10.072177922393688,9.916338551625559,-472314.97009172034
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.72267612810481,10.035217619068586,9.887676126083921,-472316.9504823451
49.89192816422918,10.033406523728429,9.973480380887532,-472313.9716304039
49.89192816422918,10.033406523728429,9.973480380887532,-472313.9716304039
49.89192816422918,10.033406523728429,9.973480380887532,-472313.9716304039
49.89192816422918,10.033406523728429,9.973480380887532,-472313.9716304039
