a,b,sigma_fg_normed,v_mem,logpdf
10.0,10.0,0.5,50.0,-10653.447517721015
10.32076550495741,10.018287043750508,0.491561166211375,50.12842520798063,-10653.009352355992
10.69680120932297,9.977657456398209,0.48565877589048007,49.99696080840584,-10653.039631631293
10.69680120932297,9.977657456398209,0.48565877589048007,49.99696080840584,-10653.039631631293
10.644709607665186,9.732321346615585,0.488959853849758,49.726077933756606,-10653.646446810437
10.680581029666415,9.755942186687566,0.48420810782680174,49.61659489343346,-10653.869754274376
10.5545976987073,9.976445363076621,0.4988232466663738,49.87672135510109,-10653.104172606647
10.659776090090167,9.769134904500882,0.4903507865477191,49.59887154326402,-10653.802882005006
10.4850384725596,9.913792081710703,0.47910787797396903,49.727905510589814,-10653.765125941969
10.516572530845814,10.298771407295892,0.4770258234260562,49.66722707094279,-10653.530789269604
10.516572530845814,10.298771407295892,0.4770258234260562,49.66722707094279,-10653.530789269604
10.847143301682186,10.645342988969926,0.4775643317303801,49.648523517816734,-10653.488778191393
10.85219839109609,10.79908217919714,0.48963294709792105,49.94762353744389,-10653.034240230845
11.02514900188105,10.690809043449036,0.4977461370189666,49.57814204462116,-10653.754000115267
10.751762348167556,10.714135112442987,0.5011425879553466,49.42174725804955,-10653.822446341095
10.166512887625318,10.455157678133803,0.5141962744977664,49.524962267604515,-10653.459124740628
10.155196085293335,10.649952890954129,0.5116526392488678,49.605880105430664,-10653.258377877712
9.857092800716451,10.356385828640725,0.5227038193690637,49.27758152912081,-10654.213907526839
9.857092800716451,10.356385828640725,0.5227038193690637,49.27758152912081,-10654.213907526839
9.857092800716451,10.356385828640725,0.5227038193690637,49.27758152912081,-10654.213907526839
9.790199136161673,10.324036511841857,0.5348344316953484,48.92163106585601,-10655.097831836501
9.881915660201614,10.384792878710357,0.5347635988674305,48.91390647503091,-10654.977041352427
9.85634523564374,10.477445319688709,0.5337103793841977,49.232948154117786,-10654.099366682496
10.146186550903913,10.616836954558519,0.5426907586671192,49.30362151894285,-10653.719917963761
10.177070859192652,10.683491875733912,0.5566892079827465,49.475407888232546,-10653.340112624795
10.10214838691281,10.51145278547699,0.5580029365055751,49.29891100381512,-10653.66794818376
10.11763803517489,10.611838190241832,0.5497568726303048,49.722006285207236,-10652.865521922882
9.927368005592069,10.677373849771516,0.5372382329355593,49.57322615679028,-10653.203508315255
9.802997624176742,10.787345745527444,0.5324399652330488,49.72855906363637,-10652.967811681636
9.935236697899605,10.590451971467989,0.5496940144825472,49.50756937209225,-10653.274668591588
9.935236697899605,10.590451971467989,0.5496940144825472,49.50756937209225,-10653.274668591588
9.763600045065939,10.892425183591467,0.5614739972418583,49.350074225863224,-10653.586892050216
10.029153197564922,10.83353895863344,0.5701947261713863,49.337646502245754,-10653.629559495
10.029153197564922,10.83353895863344,0.5701947261713863,49.337646502245754,-10653.629559495
10.029153197564922,10.83353895863344,0.5701947261713863,49.337646502245754,-10653.629559495
10.041298290651236,11.0900343455516,0.5556366689363361,49.83606482802775,-10652.806214373613
10.32627161827109,11.119759738031401,0.5588493463288262,49.51925289843774,-10653.632804353638
10.536824182537927,10.87055579661114,0.5672995572966265,49.49459769867327,-10653.747819215567
10.52052308335311,10.73150118814441,0.5676471197976752,49.29845850157456,-10654.00513309252
10.52052308335311,10.73150118814441,0.5676471197976752,49.29845850157456,-10654.00513309252
10.1537318205201,10.694782605189566,0.5573302261492186,49.95780629536784,-10652.524881479123
10.27787999655879,10.491618926986765,0.5684272176637419,50.221537015637615,-10652.22578968865
10.299508179197423,10.247182920362071,0.5770918389220191,50.30009145553121,-10652.109587220551
10.43740989522563,10.120193297119535,0.5806261997975327,50.45683401634302,-10652.041520431867
10.228307724759206,10.10770775503797,0.5725993993964725,50.43882548708908,-10651.990075722475
10.071393293786823,10.296080841396062,0.5618905960396192,49.98256729469185,-10652.4465558493
10.35528556310328,9.91054266024526,0.5609571433954121,50.38761611038125,-10652.107703741687
10.173181226491653,10.038405583136303,0.5629179659219067,50.035732129606636,-10652.42015179214
10.066164286948432,9.941405304260467,0.5712835969712025,50.31867140779378,-10652.16218053423
10.351334350105356,9.79272847067987,0.5624554706973298,50.140270343957305,-10652.354343521289
10.196403224105143,9.565454948706588,0.5525368358564179,50.29093382647728,-10652.563780576405
