a,b,sigma_fg_normed,v_mem,logpdf
10.0,10.0,0.5,50.0,-6591.728869701481
10.036160723991697,10.098374685012745,0.4992051565239778,50.037451918418576,-6591.329812455559
10.478879783719439,10.535153862997923,0.4921991369385481,50.18747984508311,-6589.4689275513165
10.70577105864725,10.845413017174446,0.47970532517559317,50.288089927642105,-6589.302208504777
10.565848348735663,10.798177170687314,0.49298594356969844,50.33709329318095,-6589.1469806472105
11.033032449297826,10.825328078293436,0.4983846060016327,50.44618106371804,-6589.2387456161205
11.221422767150838,10.411920961993339,0.4853009106284221,50.16270871570597,-6589.547456189499
10.876874170571808,10.4651820533887,0.4899329459608334,49.93892949114535,-6589.475514926324
10.876874170571808,10.4651820533887,0.4899329459608334,49.93892949114535,-6589.475514926324
10.906573370776012,10.425414408498172,0.4746459850988121,49.94533045816629,-6589.755503994304
11.44793884918083,10.393091442382557,0.47895747367069036,49.87336186648128,-6590.267834863538
11.509364253434228,10.201720896254024,0.49195810519799366,49.54294302159148,-6590.808470594459
11.419126597685862,10.266874648745032,0.5047982533565983,49.49658783716765,-6590.6612822863235
11.419126597685862,10.266874648745032,0.5047982533565983,49.49658783716765,-6590.6612822863235
11.419126597685862,10.266874648745032,0.5047982533565983,49.49658783716765,-6590.6612822863235
11.446043121651414,10.254929193668385,0.5081435557526098,49.43197622117818,-6590.84825544097
11.446043121651414,10.254929193668385,0.5081435557526098,49.43197622117818,-6590.84825544097
11.355027939028874,10.103859572609409,0.5154077288527779,49.397003559780366,-6590.631161975683
11.173414031988814,10.218820669416392,0.5070102148652619,49.5269647283901,-6590.1647032902
10.947914352118659,10.203175049232284,0.5098896080255769,49.68525797357258,-6589.632504769541
10.959464532039624,10.07060211935916,0.512522135782034,49.988049356573555,-6589.184278468028
10.808627897457548,10.142011389454746,0.5001159523710496,49.98539981737679,-6589.402892533618
10.743700738363279,9.888171758672684,0.5216422131391428,50.25355980743986,-6589.070366345972
10.463039955214427,9.99304240075435,0.5085593943429285,50.203416065270225,-6589.718388481801
10.527218442386648,9.944989826356592,0.5047999446812569,50.492483868260486,-6589.765554333453
10.527218442386648,9.944989826356592,0.5047999446812569,50.492483868260486,-6589.765554333453
10.527218442386648,9.944989826356592,0.5047999446812569,50.492483868260486,-6589.765554333453
10.793563974400916,10.077354250009995,0.5071367407011048,50.62121726989624,-6589.261098941472
10.793563974400916,10.077354250009995,0.5071367407011048,50.62121726989624,-6589.261098941472
10.628541049353995,10.171393056418541,0.504932182640598,50.56943581240487,-6589.367762875469
10.57003716881684,10.109886667564897,0.4999293135330537,50.4229919631866,-6589.557373284033
10.44028671527731,10.128420347077082,0.5080945054684181,50.80222478977592,-6589.959819234766
10.333647525151076,10.096109654894791,0.5110286167140623,50.51689412453582,-6589.89506295725
10.211089346001344,10.489941248101676,0.5064214227239362,50.887371622081055,-6590.242069790987
10.41080473809998,10.697284960308878,0.5052563851550749,50.77326436654575,-6589.439287952338
10.511364362943313,10.522767171141664,0.500728355213087,50.85865070695101,-6589.643077164472
10.465411941750387,10.53579842923596,0.5200141610653389,50.93278414671824,-6589.483444224199
10.332881179244968,10.317217564909903,0.505587871322355,50.83056729518121,-6590.074356583409
10.632866924119847,10.11410145562898,0.5092269931753153,51.06892256100869,-6590.071100957461
10.65835681883342,10.199692166357835,0.5014380184122365,51.01732202204796,-6589.989276115559
10.367872972133725,10.037895924774862,0.5045514463248382,51.1134871404266,-6591.005656102531
10.459966231600735,10.031405692574102,0.5142279238894126,50.90567994653788,-6590.075873684014
10.472142773786702,10.201132184052975,0.5092341053443568,50.85275439875938,-6589.852084222128
10.483178158635265,10.27361526657545,0.5215718760779701,50.928892918904495,-6589.642553055455
10.571719491617552,10.210804673617206,0.5273802198497758,50.74460321103254,-6589.177321105832
10.571719491617552,10.210804673617206,0.5273802198497758,50.74460321103254,-6589.177321105832
10.653557127485278,10.134209262642024,0.5283035454338404,50.877577423639195,-6589.324803442067
11.011299833501804,10.185225846066334,0.549418036252313,50.958583225828,-6589.20344380487
10.81195787902155,9.94750982625151,0.5476830390470027,50.97597020949301,-6589.24386744167
10.524773963339943,9.985345899529237,0.5368631829843691,50.626344748931025,-6589.146795396073
10.44465624077945,9.966029321656025,0.52717131167337,50.26298030765817,-6589.34483951849
10.492846572348705,9.903841598875818,0.5197829587712813,50.34420101387311,-6589.489054763709
10.788415599320873,10.012850006429483,0.5039758844197281,50.50120510624473,-6589.291942731573
10.844370332580104,9.734992812901226,0.5224644495398333,50.27037098977578,-6589.082491636516
10.992822423708178,9.883545129948935,0.5204878427441278,50.31586910377334,-6588.9576241240175
10.89361437014831,9.815768479613405,0.5133722073761169,50.45153465823634,-6589.161637414299
10.935691771309404,9.798082605306137,0.5089372082214044,50.34991619282271,-6589.205292210014
10.988731272042989,9.634558658288276,0.5125502474594714,50.670776481709225,-6589.391809661
10.885152228410863,9.760443705286805,0.5139025454541684,50.73673794490436,-6589.423122617403
11.046089909334672,9.81916566943826,0.5084280378653712,50.75511760070218,-6589.401024178536
11.261013340808763,10.050311954518582,0.5093989306257353,50.479195378168924,-6589.23084864354
11.261013340808763,10.050311954518582,0.5093989306257353,50.479195378168924,-6589.23084864354
11.005871858588373,9.833136288284487,0.49300438299423244,50.49847458881443,-6589.465710415705
11.007222171899377,9.91567138141155,0.49478043257915555,50.0858230807285,-6589.454888370589
11.007222171899377,9.91567138141155,0.49478043257915555,50.0858230807285,-6589.454888370589
11.133263153375974,9.87337086915352,0.47972034566771055,49.9192500552211,-6589.918136810332
11.012000345357919,10.03478504934473,0.4921002945725377,49.93996888774594,-6589.588448966484
10.786695535883164,10.14871632925275,0.5017146808267903,49.92264723793294,-6589.453625282427
10.5902331821773,10.302197217906166,0.49113891597146025,49.74840385990312,-6590.025849326087
10.572781720738531,10.321355283099049,0.4835814230717894,49.83746408578795,-6590.074198362586
10.815077981620007,9.956258389583294,0.49803932044083166,49.87649761555325,-6589.707690735448
10.815077981620007,9.956258389583294,0.49803932044083166,49.87649761555325,-6589.707690735448
10.815077981620007,9.956258389583294,0.49803932044083166,49.87649761555325,-6589.707690735448
10.563855699261556,10.470247559218064,0.5006089364763029,49.78513524633221,-6589.6468644930055
10.563855699261556,10.470247559218064,0.5006089364763029,49.78513524633221,-6589.6468644930055
10.46092327197879,10.618805590889064,0.5074591108521852,49.84743035641551,-6589.423211135147
10.805806417452896,10.766548118530391,0.5101260989972064,49.7529392855469,-6589.413493786844
10.828487939725129,10.596499923768977,0.5098212710668049,49.64423573229672,-6589.6260041198
10.828487939725129,10.596499923768977,0.5098212710668049,49.64423573229672,-6589.6260041198
10.608380461009915,10.686745612731265,0.4950051641231587,49.934107323816825,-6589.383846810685
10.607818931064106,10.582325791762658,0.48696153151653326,50.02397441800355,-6589.501857167095
10.521097471391899,10.63196080651522,0.4882343373946291,50.37528587140011,-6589.384641594502
10.753168556127381,10.627895867361087,0.4862081060897303,50.47439402139254,-6589.259996123898
10.72704585018395,10.441488537728018,0.49281695103431905,50.40497748177734,-6589.227522776754
10.538123992699067,10.147144000845623,0.48526482098980456,50.493426224756554,-6589.965632390759
10.455024979347794,10.098885978508315,0.487031454776437,50.85289301812394,-6590.579205546422
10.6650360206266,10.237185892028014,0.4847994869807555,50.6361133253439,-6589.734470036146
10.773390942455679,10.307820087731157,0.47464870491339306,50.27402537443971,-6589.653215751361
10.80635450760298,10.20826675065801,0.4596306699966053,50.457273530083214,-6590.065687214386
10.80635450760298,10.20826675065801,0.4596306699966053,50.457273530083214,-6590.065687214386
10.719510472220206,10.277646581187406,0.4497710973816715,50.48072851480754,-6590.404825923022
10.805691238854973,10.489656765463593,0.4447732615895568,50.49840208987357,-6590.193637976454
10.947919585346959,10.276172939265,0.43231357319923586,50.53909729348107,-6590.5745324310765
10.626242812877388,10.26688642937774,0.4416641122870501,50.972858512337226,-6591.4106727074795
10.519259670021727,10.52203782882339,0.44273836908435227,50.70644695139318,-6590.8829272838375
10.519259670021727,10.52203782882339,0.44273836908435227,50.70644695139318,-6590.8829272838375
10.519259670021727,10.52203782882339,0.44273836908435227,50.70644695139318,-6590.8829272838375
10.289609338536485,10.750635133330778,0.4552942612815712,50.87831975906553,-6591.01659904578
10.129166357508417,10.649183041075073,0.4535902582330379,51.017599087053576,-6592.081178529277
10.129166357508417,10.649183041075073,0.4535902582330379,51.017599087053576,-6592.081178529277
10.136010273702329,10.943814912898597,0.4629660739773532,51.06585178030813,-6591.3389395843315
10.306084626291272,11.126325685893162,0.45092784676771325,51.23435033968193,-6591.369923537721
10.306084626291272,11.126325685893162,0.45092784676771325,51.23435033968193,-6591.369923537721
10.149739933393713,10.96406014918852,0.4781916862546813,50.85754386367766,-6590.437859858226
9.988757076390284,11.238019238512958,0.46424211398747195,50.76407585550342,-6590.796760556982
10.135531934723366,11.497292204023568,0.4683212609910669,51.15892072144574,-6590.767887348057
10.135531934723366,11.497292204023568,0.4683212609910669,51.15892072144574,-6590.767887348057
10.135531934723366,11.497292204023568,0.4683212609910669,51.15892072144574,-6590.767887348057
10.147001474413695,11.652634735185016,0.4626853918047252,51.22569761748833,-6590.915084073227
10.36230834659652,11.686157803177508,0.46041206351502045,51.34001250982865,-6590.938798557976
10.341782267835406,11.718260158619177,0.46439442839256434,51.427238533536226,-6591.140000401469
10.155556681654284,11.34108306753801,0.48751858785272245,51.30958453774157,-6590.863548881906
10.385668670310949,11.641979117066475,0.4939672475720603,51.26968002110134,-6590.255284577037
10.252390304978936,11.845770352975705,0.49772909430712886,50.748573171530815,-6589.252162908964
10.252390304978936,11.845770352975705,0.49772909430712886,50.748573171530815,-6589.252162908964
10.252390304978936,11.845770352975705,0.49772909430712886,50.748573171530815,-6589.252162908964
10.255571177696932,11.748946832291189,0.5119913222801385,50.8767899501342,-6589.266517412009
9.948244284049377,11.502965032873353,0.5141066956000854,50.9251636494198,-6589.733463138491
10.129068086105798,11.299738041486298,0.5243179065933371,51.07266859175912,-6589.696708324516
10.197196913654171,11.199647123583269,0.5214839451895829,51.05119496705545,-6589.645969883228
10.197196913654171,11.199647123583269,0.5214839451895829,51.05119496705545,-6589.645969883228
10.146136055381373,11.09857386228057,0.5162453000433178,51.14202259598589,-6590.089846649172
10.283400510260861,11.25603318401701,0.5317449113692111,50.98950756561762,-6589.283483789531
10.331342069508542,11.244593733424864,0.524601975645291,50.988902211477104,-6589.3328286134765
10.456830973855823,11.141607516632751,0.5245344995128832,51.19264900360431,-6589.74854638784
10.534122065984967,11.076533978329854,0.5282342929336136,51.029035547855585,-6589.336680317714
10.638749083084377,10.937801544991473,0.5285926227465998,50.82737735656601,-6588.999892988709
10.705111811610132,11.150462146209879,0.5400496154551632,50.783364544986654,-6588.979686988593
10.575618888687421,10.872780572649331,0.5505177893374716,50.751710585791834,-6588.709894983169
10.575618888687421,10.872780572649331,0.5505177893374716,50.751710585791834,-6588.709894983169
10.671879816107456,10.89618507785778,0.5441156003147251,50.869478647099406,-6588.963163260545
10.745709490639385,11.156527628371988,0.53445778547317,50.81841352178268,-6589.095479260883
10.925957937286338,11.103265231393609,0.5326509858635999,50.72244812923536,-6589.221126786875
10.994049727997309,11.164910866621405,0.534598261938398,50.61968308274017,-6589.3142871993705
10.698702272455746,11.243889767850686,0.5423403179901044,50.71336894514351,-6588.93316519248
10.614233090189733,10.894974978236704,0.5168613739971322,50.62584805206873,-6588.882400180524
10.433543216786099,10.79800468511725,0.5103687047063862,50.83990862122825,-6589.350472786482
10.451935886073581,10.745261621700855,0.5132799650342511,50.82805168446945,-6589.296743852741
10.244099367893812,11.088665737810903,0.5164511558077404,51.00720218236741,-6589.623416044192
10.630874561084305,10.898375530670641,0.5245575871334529,51.02679971394066,-6589.371839230316
10.394142592681334,10.918660033444704,0.523796981173542,50.92784736897743,-6589.280611667404
10.394142592681334,10.918660033444704,0.523796981173542,50.92784736897743,-6589.280611667404
10.394142592681334,10.918660033444704,0.523796981173542,50.92784736897743,-6589.280611667404
10.394142592681334,10.918660033444704,0.523796981173542,50.92784736897743,-6589.280611667404
10.401017975715666,10.725020251153978,0.5321283616667638,51.07115939494955,-6589.5468050151585
10.401017975715666,10.725020251153978,0.5321283616667638,51.07115939494955,-6589.5468050151585
10.728937820430232,10.763099292777165,0.5409287114868271,50.73100442972101,-6588.805319493419
11.04225661062884,10.478247494193466,0.537302313499417,50.91392053491669,-6589.2916870922
10.996824094157816,10.15524934468433,0.5251490158573764,51.1548736752207,-6589.777773006821
10.996824094157816,10.15524934468433,0.5251490158573764,51.1548736752207,-6589.777773006821
11.371631853458942,10.213654176039691,0.5315823209078413,51.37660836648822,-6590.69166930193
11.285988892778832,10.283804924252266,0.5271680130809753,51.36615257873013,-6590.56786681416
11.285988892778832,10.283804924252266,0.5271680130809753,51.36615257873013,-6590.56786681416
11.285988892778832,10.283804924252266,0.5271680130809753,51.36615257873013,-6590.56786681416
11.510049287726327,10.192256352443714,0.5261144918824022,50.95249052140447,-6590.063955207344
11.510049287726327,10.192256352443714,0.5261144918824022,50.95249052140447,-6590.063955207344
11.510049287726327,10.192256352443714,0.5261144918824022,50.95249052140447,-6590.063955207344
11.29867187050097,10.166113048330397,0.5243003878867317,50.92346195599827,-6589.609212409279
11.44870273353564,10.443078099496104,0.5122651919619376,50.83243357878013,-6589.964649437614
11.598504211911191,10.381975510147507,0.5053629857488512,50.87133952587525,-6590.340631555891
11.563807729957567,10.337337953780228,0.5005296242573455,50.6464183339013,-6590.020357215117
11.21452636345732,10.263614298230092,0.5014077753637661,50.8738555173284,-6589.613687387127
11.221103382540505,10.434866475095209,0.5054597588477118,50.65198766604884,-6589.392927720531
11.003242806100682,10.767626117284786,0.5178291221265008,50.659303027532395,-6589.14803996609
11.003242806100682,10.767626117284786,0.5178291221265008,50.659303027532395,-6589.14803996609
10.736532702454546,11.165412210108151,0.5215534980425256,50.555391894159975,-6588.904604947476
10.736532702454546,11.165412210108151,0.5215534980425256,50.555391894159975,-6588.904604947476
10.648077092393304,11.191231929891595,0.5274855545191931,50.385079217096525,-6588.732352524979
10.842077201265782,11.166442097052673,0.5277342056728044,50.33371062743143,-6588.956029881321
10.834193903523344,11.140305520693548,0.4996185570069013,50.20791221656917,-6589.145842011807
10.792281377767955,11.29744646569522,0.5097356857053676,50.413610193452165,-6589.0566160374765
10.39351022697746,11.180219438847583,0.5251373771227131,50.70592572494178,-6588.873687222049
10.373456133779502,11.293640761851178,0.5271669495742444,50.95542492247633,-6589.218935575876
10.12043518061131,11.435617610600065,0.510914116291712,50.812912778127604,-6589.34882620254
10.582880569439611,11.254498559010134,0.48899231977272256,50.794346978298535,-6589.368314324851
10.366806143452012,11.518709905041165,0.49866875875153094,50.749852902667755,-6589.2128494352455
10.366806143452012,11.518709905041165,0.49866875875153094,50.749852902667755,-6589.2128494352455
10.380582616714278,11.590887250332658,0.4765668156279499,50.444826051785284,-6589.2999868758
10.089825612903146,11.565216969083835,0.4833361757474425,50.492667169888136,-6589.500446607437
10.089825612903146,11.565216969083835,0.4833361757474425,50.492667169888136,-6589.500446607437
10.089825612903146,11.565216969083835,0.4833361757474425,50.492667169888136,-6589.500446607437
10.0563526565292,11.7092262846555,0.476786216876765,50.65751214383932,-6589.72117333136
10.145158455660463,12.067789905974491,0.4744699832782549,50.628927752557125,-6589.500267048335
10.331605504551666,11.712870111100258,0.4720711703074836,50.62517691136156,-6589.468457629138
10.706627651565737,11.641838384075022,0.47751323697156484,50.88174143325375,-6589.72382597344
10.342411163605249,11.813305597871778,0.466718076654968,50.792782385692654,-6589.701796034906
10.056266941735876,11.746302213658751,0.45706272473737886,50.68107161785781,-6590.160218930821
9.847708743527553,11.833454588584665,0.46647970793627697,50.74652972417591,-6590.417503560845
9.667236538516422,11.83476037810279,0.4764154908960117,50.75743673250989,-6590.719894152974
9.83440887603318,11.864729658357902,0.4678456583745372,50.358454528207886,-6590.120078537032
9.786123601589086,11.461893769079264,0.4775113036462978,50.586640343820065,-6590.575479201938
9.734039777727247,11.724238742660274,0.46369010508801467,50.50640636228166,-6590.7439545215
9.875118870179723,11.897503619629463,0.46114408526468836,50.694793639394504,-6590.358630158491
10.043941132633929,11.653113886351647,0.44579314945633786,50.61173842936564,-6590.504306635001
10.043941132633929,11.653113886351647,0.44579314945633786,50.61173842936564,-6590.504306635001
10.042711180577678,11.67464987083678,0.4456367157737551,50.435194735262456,-6590.399615965851
10.147144175236559,11.591851262254028,0.4489271521122987,50.61818068096234,-6590.249274209902
10.328413273203472,11.312627112744305,0.4480536713196954,50.62487263431763,-6590.169626276694
10.328413273203472,11.312627112744305,0.4480536713196954,50.62487263431763,-6590.169626276694
10.449511173105725,11.51525944677794,0.4348688726273539,50.57297740330938,-6590.1504421808895
10.28541071879329,11.437819312755627,0.4422028318267519,50.62046750434785,-6590.2896267852975
10.326688130350375,11.295367215778091,0.45204852160011627,50.91495107280191,-6590.439860595635
10.37338525562816,11.197108970342592,0.45027718994082827,51.06419534223066,-6590.763544738061
10.289363083139111,11.06824463719506,0.4578791671154248,50.934944549943,-6590.626314894775
10.34851150793316,11.24608101066326,0.4570898472483443,51.241189217274716,-6591.0243283536665
10.34851150793316,11.24608101066326,0.4570898472483443,51.241189217274716,-6591.0243283536665
10.34851150793316,11.24608101066326,0.4570898472483443,51.241189217274716,-6591.0243283536665
10.39604895717184,11.214455737430082,0.4608409956107095,51.43176072180947,-6591.438105683202
