#x_outof_circle[deg],y_outof_circle[deg]
1.220473e+00,1.071147e+00
1.153207e+00,1.311072e+00
1.358892e+00,9.895058e-01
1.232425e+00,1.036423e+00
1.228562e+00,9.591637e-01
1.191015e+00,1.010000e+00
-1.311954e+00,-1.505004e+00
1.349988e+00,9.748424e-01
1.200269e+00,-1.055373e+00
-1.336689e+00,-1.465832e+00
1.112368e+00,9.703771e-01
1.271265e+00,9.860854e-01
1.293772e+00,1.109190e+00
1.411692e+00,8.788914e-01
1.142998e+00,9.897588e-01
1.140800e+00,1.136836e+00
1.172153e+00,1.080485e+00
-1.253910e+00,-1.537449e+00
1.179808e+00,1.025889e+00
1.198947e+00,8.824231e-01
-1.476512e+00,1.222569e+00
-1.514772e+00,1.042515e+00
5.974922e-01,1.464663e+00
6.251805e-01,1.319478e+00
7.567212e-01,1.243873e+00
6.758867e-01,1.234526e+00
7.539545e-01,1.357812e+00
8.975601e-01,1.109701e+00
1.304902e+00,8.926497e-01
-1.544320e+00,1.058115e+00
-1.415758e+00,1.165941e+00
-1.661698e+00,-6.345650e-01
-1.584830e+00,-6.325046e-01
-1.698951e+00,-5.710116e-01
-8.011817e-01,-1.784995e+00
-1.202312e+00,1.156027e+00
1.376932e+00,9.345481e-01
-1.536536e+00,1.199920e+00
-1.398850e+00,1.275406e+00
5.388849e-01,1.631831e+00
6.429702e-01,1.667904e+00
1.107612e+00,1.389275e+00
1.334664e+00,1.197963e+00
1.256224e+00,1.243711e+00
-1.406353e+00,9.248760e-01
7.080400e-01,1.443410e+00
-1.348623e+00,9.300681e-01
-1.465585e+00,8.845214e-01
-1.242557e+00,7.917339e-01
-1.582207e+00,9.891299e-01
-1.461848e+00,8.576050e-01
1.251160e+00,8.273189e-01
-1.193037e+00,9.298486e-01
-1.351577e+00,8.175424e-01
-1.317556e+00,7.390652e-01
-1.303645e+00,8.641885e-01
1.235545e+00,8.249447e-01
-8.674311e-01,-1.779338e+00
-1.147995e+00,1.302624e+00
1.214675e+00,1.262483e+00
-1.448323e+00,1.113398e+00
4.797736e-01,1.625123e+00
7.598011e-01,1.513622e+00
1.228777e+00,9.164120e-01
-1.648656e+00,-6.939387e-01
-1.573206e+00,-7.758986e-01
-1.480515e+00,-1.011993e+00
-1.284297e+00,1.082618e+00
8.124114e-01,1.242696e+00
6.699054e-01,1.545642e+00
6.012743e-01,1.404101e+00
5.712453e-01,1.351921e+00
-1.362861e+00,1.147103e+00
-1.352366e+00,1.088441e+00
-1.631904e+00,1.030147e+00
-1.428045e+00,1.117187e+00
8.156518e-01,1.247110e+00
-1.414385e+00,1.290694e+00
8.372031e-01,1.365067e+00
7.347681e-01,1.145230e+00
-8.107540e-01,1.123489e+00
-7.613428e-01,1.046488e+00
1.189156e+00,8.034166e-01
5.017156e-01,1.485930e+00
8.543741e-01,1.272454e+00
7.277049e-01,1.269101e+00
1.232711e+00,1.277306e+00
4.380098e-01,1.441934e+00
7.849172e-01,1.369478e+00
6.907914e-01,1.260045e+00
-1.488221e+00,-7.070139e-01
-1.433648e+00,-7.219686e-01
-1.352660e+00,-1.091233e+00
-1.167775e+00,-9.832862e-01
-1.416480e+00,-1.057007e+00
-1.227771e+00,1.234057e+00
-1.578447e+00,9.393548e-01
1.244003e+00,1.405683e+00
1.024037e+00,1.231610e+00
1.231114e+00,8.733322e-01
-1.407422e+00,1.015928e+00
-1.501977e+00,8.991830e-01
-1.217520e+00,8.987835e-01
-1.527875e+00,1.201851e+00
-1.496286e+00,1.158348e+00
7.582689e-01,1.512404e+00
1.156817e+00,8.538697e-01
1.300547e+00,8.868082e-01
-1.487976e+00,1.106748e+00
5.608973e-01,1.544527e+00
-1.453703e+00,1.296023e+00
-1.432014e+00,1.086337e+00
6.307503e-01,1.503242e+00
-1.474532e+00,1.270692e+00
4.194693e-01,1.470554e+00
4.994468e-01,1.472363e+00
8.201044e-01,1.336884e+00
3.162410e-01,1.615817e+00
9.873634e-01,1.093509e+00
-1.416663e+00,1.222174e+00
6.950503e-01,1.214586e+00
7.835516e-01,1.212891e+00
-1.258710e+00,7.822781e-01
-1.513670e+00,1.128751e+00
-1.513601e+00,1.119929e+00
7.139319e-01,1.333406e+00
6.270969e-01,1.090060e+00
1.010313e+00,1.020543e+00
-1.272115e+00,1.046937e+00
-1.152371e+00,9.293651e-01
-1.230914e+00,9.689150e-01
-1.558942e+00,9.410162e-01
-1.298652e+00,1.018430e+00
-1.283284e+00,1.071705e+00
7.338862e-01,1.386289e+00
3.151525e-01,1.592015e+00
6.428089e-01,1.280648e+00
-1.213315e+00,9.602972e-01
-1.555678e+00,9.237077e-01
1.482691e+00,8.975469e-01
-1.375015e+00,8.442164e-01
-1.396071e+00,9.206397e-01
-1.482505e+00,9.259561e-01
-1.431339e+00,8.400748e-01
1.063972e+00,-1.290694e+00
-1.422482e-01,-1.511521e+00
-2.064743e-01,-1.588885e+00
-2.064743e-01,-1.588885e+00
-3.158687e-01,-1.538098e+00
1.073474e+00,-1.350134e+00
-2.694303e-01,-1.462660e+00
-2.640532e-01,-1.484028e+00
8.500237e-01,1.031266e+00
-2.718095e-01,-1.657606e+00
-1.085561e-01,-1.709969e+00
-1.533469e-01,-1.828999e+00
-1.561276e+00,1.013953e+00
4.537135e-01,1.637990e+00
5.616561e-01,1.441990e+00
7.656954e-01,1.290721e+00
-1.520664e+00,1.002389e+00
8.426462e-01,1.300373e+00
-1.577530e+00,9.344817e-01
-1.397329e+00,9.491910e-01
1.241549e+00,-1.338933e+00
8.324368e-01,1.252709e+00
7.006072e-01,1.063292e+00
7.522278e-01,1.213447e+00
1.264995e+00,-1.234434e+00
-1.253999e-01,1.777777e+00
8.665020e-02,1.665119e+00
-1.386273e+00,1.227125e+00
-1.566254e+00,1.040472e+00
6.841191e-01,1.111847e+00
1.098109e+00,-1.135847e+00
1.281843e+00,-1.281358e+00
1.252811e+00,-1.363647e+00
1.206058e+00,-1.555318e+00
1.256136e+00,-1.555885e+00
-1.928700e-01,-1.282622e+00
-1.885157e-01,-1.412432e+00
-1.728909e+00,-6.089729e-01
-1.316137e+00,9.983883e-01
-1.271468e+00,8.456996e-01
6.849355e-01,1.459056e+00
8.912103e-01,1.255154e+00
-1.665665e+00,-4.692311e-01
-1.601941e+00,-5.812299e-01
-1.708786e+00,-7.499882e-01
-7.855321e-01,-1.663122e+00
-1.371201e+00,7.853508e-01
-1.478165e+00,8.438737e-01
9.123178e-01,-1.043436e+00
6.234482e-01,1.631678e+00
7.720912e-01,1.163305e+00
-1.297721e+00,8.636881e-01
1.171704e+00,-1.107261e+00
1.359010e+00,-1.441934e+00
-2.370950e-01,-1.549285e+00
-2.054272e-01,-1.489085e+00
-1.098180e-01,-1.691703e+00
8.872775e-02,-1.884520e+00
6.945846e-02,1.641080e+00
-1.371565e+00,8.035481e-01
9.336569e-01,-1.053447e+00
1.186243e+00,-1.017571e+00
1.009176e+00,-1.140680e+00
1.120779e+00,-1.246524e+00
1.215202e+00,-1.502468e+00
-1.876980e+00,-4.922814e-01
-8.045187e-01,-1.808294e+00
1.050322e+00,-1.201789e+00
1.307101e+00,-1.508272e+00
5.635613e-01,1.364130e+00
7.586218e-01,1.337089e+00
7.489211e-01,9.940725e-01
6.583442e-01,1.026299e+00
1.106464e+00,-1.152854e+00
1.167091e+00,-1.197256e+00
1.011986e+00,-1.227726e+00
-9.693856e-02,-1.525711e+00
-2.602938e-01,-1.545402e+00
-1.331760e-01,-1.649021e+00
-1.229838e-01,-1.737389e+00
1.659421e-01,-1.946089e+00
1.318277e+00,-1.496262e+00
-2.321272e-01,-1.582982e+00
1.163538e+00,-1.520012e+00
4.458329e-03,-1.674059e+00
-1.523578e+00,1.127181e+00
-1.427880e+00,1.249547e+00
1.186623e+00,-1.082346e+00
1.195378e+00,-1.187114e+00
1.041476e+00,-1.279159e+00
-1.514335e-01,1.891924e+00
-1.292792e-01,-1.754303e+00
1.091093e-01,-1.817947e+00
3.124115e-02,-1.926545e+00
-9.763018e-02,1.871236e+00
-5.689786e-02,1.656064e+00
9.428053e-01,8.722401e-01
1.311191e+00,-1.209012e+00
1.260309e+00,-1.266278e+00
1.201163e+00,-1.440991e+00
6.515998e-02,-1.754450e+00
-5.840049e-02,-1.782348e+00
1.576859e+00,8.297235e-01
9.877267e-01,-1.108931e+00
-7.209721e-02,-1.459500e+00
-2.077424e-01,-1.600567e+00
8.925572e-01,1.051474e+00
1.049519e+00,1.009725e+00
1.345562e+00,-1.437971e+00
-1.209885e+00,-1.037265e+00
-8.727095e-01,-1.748957e+00
9.402545e-01,-9.508135e-01
1.119884e+00,-1.236420e+00
-2.692460e-01,-1.416022e+00
-1.385252e-01,-1.635081e+00
-1.706303e-01,-1.941074e+00
-2.523510e-01,-1.442395e+00
-1.725555e+00,-5.601939e-01
-1.415328e+00,-8.902684e-01
-1.374365e+00,-8.587373e-01
-1.348656e+00,-1.089935e+00
-8.281476e-01,-1.697683e+00
-7.390335e-01,-1.731617e+00
4.401712e-01,1.640609e+00
6.544510e-01,1.500511e+00
1.038954e+00,-1.023274e+00
1.336273e+00,-1.161135e+00
1.197110e+00,-1.228080e+00
-3.507229e-01,-1.535824e+00
1.216764e+00,-1.261988e+00
1.441294e+00,-1.348281e+00
-1.078980e-01,-1.447975e+00
-3.846361e-01,-1.530119e+00
-2.239126e-01,-1.407356e+00
-1.588699e-01,-1.716018e+00
-7.983932e-01,-1.126981e+00
-1.777079e-01,1.978729e+00
7.706214e-03,1.726227e+00
2.233315e-01,1.477162e+00
5.601843e-01,-1.134271e+00
8.052224e-01,-1.138373e+00
1.202387e+00,-1.279286e+00
1.103318e+00,-1.348587e+00
1.256740e+00,-1.435072e+00
-1.909895e-01,-1.578707e+00
-3.360558e-02,-1.760139e+00
-5.887325e-02,1.660841e+00
-6.341133e-02,1.605996e+00
-2.094004e-01,-1.646610e+00
-6.201538e-02,1.773932e+00
-4.343082e-02,1.670009e+00
1.427924e-01,-1.928993e+00
-1.982759e-01,1.861208e+00
2.691662e-02,1.564748e+00
-7.863989e-02,1.543542e+00
-1.635358e-02,-1.634106e+00
-2.608781e-02,1.532471e+00
1.358443e+00,-1.273582e+00
1.215189e+00,-1.587022e+00
-2.583185e-01,1.823476e+00
-2.746840e-01,1.949857e+00
4.734189e-02,1.693603e+00
5.370217e-01,-9.988802e-01
-6.372544e-01,1.059356e+00
9.295794e-01,-1.228227e+00
-3.138100e-01,-1.393368e+00
-1.940493e-01,-1.526916e+00
1.038451e+00,-1.175113e+00
1.374478e+00,-1.315694e+00
5.111198e-01,-9.753848e-01
8.898893e-01,-1.150352e+00
-1.679789e+00,-5.088448e-01
-7.989370e-01,-1.655052e+00
-7.661350e-01,-1.831946e+00
-1.243203e+00,1.232760e+00
-1.091763e+00,1.052534e+00
1.291043e+00,-1.081630e+00
1.175124e+00,-1.136911e+00
1.238319e+00,-1.325669e+00
-1.165790e-01,1.837752e+00
-8.630089e-02,1.671343e+00
-4.782586e-02,1.523534e+00
1.537792e+00,7.083695e-01
1.919274e-01,1.470478e+00
1.382024e-01,1.573917e+00
1.099082e+00,-1.028362e+00
1.185242e+00,-1.043591e+00
1.137273e+00,-1.342086e+00
1.365082e+00,-1.250626e+00
-5.142584e-02,-1.682581e+00
7.369422e-01,1.006248e+00
1.001663e-01,-1.789888e+00
1.578373e+00,7.373249e-01
-1.943984e+00,3.031974e-01
6.378387e-02,-1.780000e+00
-1.144201e-01,-1.917905e+00
-3.250544e-01,1.953878e+00
-1.724268e-01,1.885937e+00
5.930067e-01,-1.211528e+00
2.183349e-01,-1.296542e+00
7.668369e-01,-1.010694e+00
8.533204e-01,-1.010631e+00
6.173506e-01,-1.241695e+00
7.271832e-01,-1.321506e+00
7.259295e-01,1.273889e+00
8.330451e-01,1.234093e+00
1.036077e-02,1.700815e+00
1.923926e+00,2.852888e-01
-1.178157e-03,-1.857358e+00
-1.248579e+00,1.380890e+00
-1.080446e+00,1.285175e+00
-7.455511e-01,-1.825853e+00
-1.121100e+00,1.046193e+00
1.934000e+00,3.856819e-01
1.392070e+00,7.154563e-01
-2.511961e-01,-1.538453e+00
-1.387370e-01,-1.581924e+00
-1.222695e-01,-1.765921e+00
2.048544e-01,-1.984577e+00
6.468182e-01,-1.294520e+00
-2.885590e-01,-1.410917e+00
-5.994956e-02,-1.482256e+00
-2.712725e-01,-1.755542e+00
-2.901113e-02,-1.798353e+00
1.166147e-01,-1.845706e+00
-9.086262e-02,-1.855842e+00
6.231838e-02,-1.988349e+00
-1.293635e-01,-1.873773e+00
-1.640025e+00,7.780872e-01
-6.188490e-01,-1.274434e+00
-4.356778e-01,-1.547403e+00
7.731575e-01,-1.100893e+00
7.993104e-01,-1.293655e+00
8.436767e-01,-1.282711e+00
-6.551798e-02,1.537088e+00
1.997902e+00,1.055017e-01
1.163085e+00,-1.314906e+00
1.218515e+00,-1.506642e+00
9.569530e-01,-1.204161e+00
8.913519e-01,-1.386227e+00
9.599984e-01,1.082479e+00
8.787912e-01,1.020136e+00
1.003214e+00,9.847124e-01
7.394718e-01,-1.419469e+00
-7.994331e-01,1.282829e+00
-6.585887e-01,1.144628e+00
-7.254533e-01,1.111100e+00
5.055828e-01,-9.899662e-01
-1.766571e+00,4.171173e-01
9.152712e-01,-9.763911e-01
1.191324e+00,-1.057020e+00
1.321699e+00,-1.443157e+00
1.228743e+00,-1.534261e+00
1.446811e+00,8.294892e-01
-1.815338e+00,3.228122e-01
7.496711e-01,-1.244123e+00
7.681154e-01,-1.426932e+00
1.755374e+00,-7.341751e-01
-7.194033e-01,1.434291e+00
-6.660738e-01,1.383488e+00
-8.644409e-01,1.261763e+00
1.842901e+00,-7.413356e-01
1.657825e+00,-8.148976e-01
-8.197950e-01,1.330161e+00
-4.947698e-01,1.094578e+00
-4.280477e-01,1.064629e+00
-1.063515e+00,-1.552066e+00
1.971621e+00,2.201913e-01
1.102237e+00,-1.164961e+00
1.286368e+00,-1.191640e+00
1.286121e+00,-1.398996e+00
-1.202675e-01,1.682278e+00
1.140486e-01,1.641969e+00
1.949131e+00,1.990738e-01
-1.941242e+00,4.247779e-01
8.230838e-01,-1.757281e+00
1.177030e+00,-1.039476e+00
1.232730e+00,-9.835887e-01
1.246535e+00,-1.204466e+00
1.293966e+00,-1.358973e+00
-2.435554e-01,-1.655793e+00
-1.806033e-01,-1.662233e+00
2.873404e-02,-1.737848e+00
-5.499053e-01,-1.389179e+00
-4.802700e-01,-1.476065e+00
-7.834615e-01,-1.337059e+00
-1.894679e+00,3.431100e-01
5.965050e-01,-1.183794e+00
-1.462047e-02,1.519883e+00
-1.874714e+00,4.197618e-01
9.590087e-02,1.511125e+00
-9.352940e-02,1.546514e+00
-1.853610e+00,4.442501e-01
-1.238337e+00,1.172718e+00
-1.714829e-01,1.912741e+00
-1.425068e-01,1.631892e+00
6.283904e-02,1.522675e+00
-1.527804e+00,7.321885e-01
1.968446e+00,1.969477e-01
-4.864220e-01,-1.577719e+00
-2.748323e-01,-1.895886e+00
4.574024e-02,-1.457551e+00
-1.818278e+00,4.321964e-01
8.629277e-01,-1.148974e+00
7.071606e-01,-1.222273e+00
7.261131e-01,-1.252782e+00
8.014544e-01,-1.265966e+00
7.453327e-01,-1.216461e+00
7.196555e-01,-1.363496e+00
8.503953e-01,-1.407850e+00
-1.162425e+00,1.144334e+00
-9.473096e-01,1.082370e+00
6.838670e-01,-1.045997e+00
-5.502243e-01,-1.503260e+00
8.186960e-01,-1.247155e+00
-5.015437e-01,-1.369111e+00
-1.777908e-01,-1.347721e+00
-1.742531e-01,-1.584326e+00
-2.162693e-01,-1.683368e+00
-1.706195e-01,-1.801442e+00
-1.061606e-01,-1.924573e+00
-1.891919e+00,4.028601e-01
6.759322e-01,-1.073732e+00
9.091266e-01,-1.247650e+00
1.521920e-01,1.586380e+00
-2.800497e-01,-1.470467e+00
-3.482880e-01,-1.445652e+00
-4.123697e-01,1.090947e+00
-8.069881e-01,-1.814363e+00
-9.938601e-01,1.183590e+00
-1.272184e+00,1.218209e+00
-1.323509e+00,1.216064e+00
-1.007499e+00,1.223242e+00
7.503309e-01,1.054008e+00
8.119165e-01,-1.333454e+00
8.064925e-01,-1.107440e+00
5.185374e-01,-1.075066e+00
7.105748e-01,-1.103408e+00
7.132001e-01,-1.043972e+00
8.735328e-01,-1.160523e+00
7.884571e-01,-1.147871e+00
8.001668e-01,-1.156123e+00
9.721133e-01,-1.201426e+00
8.749708e-01,-1.300860e+00
-6.179881e-01,1.381284e+00
-8.194582e-01,1.374756e+00
-7.212493e-01,9.420737e-01
-4.433254e-01,-1.741940e+00
1.056556e-01,-1.263058e+00
-4.466866e-01,-1.821670e+00
1.420638e-01,-1.293076e+00
1.411244e+00,1.378132e+00
1.597026e+00,1.058411e+00
1.715760e+00,9.162564e-01
-6.129513e-01,-1.323815e+00
-7.391645e-01,-1.486099e+00
-6.342738e-01,-1.752023e+00
-2.493740e-01,-1.922738e+00
1.480907e+00,1.285402e+00
5.880603e-01,-1.851712e+00
-6.957004e-01,1.358574e+00
-5.108716e-01,-1.438749e+00
-6.147769e-01,-1.601048e+00
-4.004597e-01,-1.618720e+00
-6.073468e-01,-1.801614e+00
-3.998763e-01,-1.810974e+00
-6.112889e-03,-1.272666e+00
-8.646411e-01,1.095975e+00
-9.334281e-01,-1.188840e+00
-7.258556e-01,-1.275593e+00
-8.232839e-01,-1.304064e+00
7.931767e-01,-1.704891e+00
1.405903e+00,1.340337e+00
-5.732847e-01,1.250627e+00
8.050577e-01,1.059871e+00
1.449494e+00,1.334213e+00
1.228835e-02,-1.521081e+00
7.873150e-01,-1.051046e+00
5.345021e-01,-1.023064e+00
-6.797610e-01,1.251717e+00
-4.131529e-01,1.064686e+00
9.506538e-01,1.054250e+00
1.274738e-01,-1.822631e+00
-6.103599e-01,1.227180e+00
-5.471612e-01,1.073155e+00
-1.130082e+00,1.326217e+00
-1.289171e+00,1.233085e+00
-9.406486e-01,9.704984e-01
-1.077620e+00,9.137023e-01
7.421556e-01,-1.182058e+00
9.577726e-01,-1.360449e+00
-8.838523e-01,1.312867e+00
-7.588503e-01,1.233643e+00
-8.247064e-01,1.125163e+00
-7.577693e-01,1.077817e+00
8.362027e-01,-1.097219e+00
7.743698e-01,-1.417053e+00
-8.060968e-01,1.427352e+00
-6.963650e-01,1.381183e+00
-5.470372e-01,1.211961e+00
-8.731981e-01,9.851569e-01
-6.936711e-01,-1.819983e+00
1.646888e+00,7.856216e-01
1.860590e+00,6.565999e-01
9.925752e-01,8.626404e-01
1.331174e+00,1.388912e+00
1.620336e+00,1.038826e+00
1.640444e+00,9.450714e-01
-7.369035e-01,-1.489209e+00
2.845274e-01,-1.559195e+00
1.537660e+00,1.197507e+00
1.291950e+00,1.498593e+00
1.712054e+00,8.009460e-01
-3.922900e-01,-1.773800e+00
-3.658595e-01,-1.723904e+00
-5.006455e-01,-1.817707e+00
-2.378054e-01,-1.892880e+00
4.522108e-03,-1.372985e+00
-4.383513e-01,1.116356e+00
-6.046092e-01,1.239645e+00
-5.043433e-01,1.233633e+00
-8.632967e-01,1.361643e+00
-5.812231e-01,1.091068e+00
-6.226913e-01,9.575672e-01
-1.933671e+00,3.528140e-01
1.191927e-01,-1.674990e+00
9.476715e-01,1.203727e+00
9.254535e-01,1.035364e+00
1.104578e+00,8.455347e-01
1.473475e+00,1.155148e+00
1.476273e+00,1.153667e+00
-1.130832e+00,1.573864e+00
-6.698173e-01,1.457829e+00
-8.766012e-01,1.257646e+00
-6.014192e-01,1.379082e+00
-8.087759e-01,1.137837e+00
-7.006755e-01,1.077505e+00
-4.665968e-01,-1.521775e+00
-4.593507e-01,-1.713424e+00
-6.241400e-01,-1.764818e+00
7.710676e-01,-1.695370e+00
5.749482e-01,-1.762997e+00
7.295013e-01,1.035733e+00
9.545304e-01,1.043911e+00
1.264155e+00,1.514998e+00
1.350354e+00,1.287000e+00
1.331171e+00,1.490428e+00
1.506406e+00,1.137412e+00
1.504102e+00,1.144069e+00
1.750406e+00,5.961566e-01
1.769557e+00,6.461583e-01
-7.552641e-01,-1.393189e+00
-5.048579e-01,-1.803787e+00
-3.958816e-01,-1.829731e+00
-5.074955e-02,-1.439214e+00
-8.194199e-01,-1.808539e+00
-1.027517e+00,1.014130e+00
-9.780352e-01,1.584648e+00
-9.368052e-01,1.688288e+00
-1.555747e+00,-1.003750e+00
-1.175126e+00,1.360549e+00
-1.072671e+00,1.016560e+00
-1.076008e+00,1.130783e+00
-1.060448e+00,9.797939e-01
-9.025263e-01,9.968998e-01
6.081307e-01,-1.843030e+00
-1.973426e+00,3.119513e-01
-7.109309e-01,-1.187456e+00
-7.505603e-01,-1.445359e+00
-7.749856e-01,-1.329737e+00
-3.155060e-01,-1.840233e+00
1.288047e+00,7.872778e-01
1.356516e+00,8.272526e-01
8.596478e-01,-1.410783e+00
9.756364e-01,-1.254275e+00
8.432706e-01,1.080184e+00
9.494751e-01,9.041123e-01
1.442775e+00,1.229658e+00
1.441021e+00,1.254090e+00
7.227473e-01,-1.848227e+00
1.870170e+00,6.507739e-01
1.778486e+00,6.658958e-01
1.834494e+00,7.101581e-01
1.907472e+00,3.266072e-01
-3.258562e-02,-1.655734e+00
-6.732753e-02,-1.744277e+00
3.432467e-02,-1.990750e+00
1.413364e+00,1.298209e+00
8.973331e-01,-1.783466e+00
-5.272525e-01,1.162943e+00
-8.848695e-01,-1.259205e+00
-5.383230e-01,-1.835998e+00
-1.377192e-01,1.655491e+00
7.624963e-01,-9.933367e-01
-2.013693e-01,1.611395e+00
1.643928e+00,-7.382327e-01
6.436902e-01,1.030163e+00
8.943648e-01,8.942448e-01
1.085737e+00,8.699062e-01
6.582708e-01,-9.404301e-01
8.016031e-01,-1.227604e+00
8.322785e-01,-1.278502e+00
-6.412169e-01,1.430401e+00
-6.375514e-01,1.039914e+00
7.765020e-01,-1.783429e+00
1.026140e+00,9.363310e-01
1.624985e+00,8.692672e-01
1.704637e+00,9.394110e-01
1.445846e+00,1.240944e+00
1.213039e+00,1.578823e+00
6.806930e-01,-1.821119e+00
9.858991e-01,8.789954e-01
1.119516e+00,8.310013e-01
1.369905e+00,1.320501e+00
1.609178e+00,9.466506e-01
1.595353e+00,8.548066e-01
1.756401e+00,6.400446e-01
7.222355e-01,-1.754986e+00
2.543294e-01,-1.580321e+00
2.236256e-01,-1.661918e+00
8.587029e-01,-1.730911e+00
5.812143e-01,-1.856670e+00
1.767064e+00,9.072250e-01
1.719428e+00,8.190345e-01
1.703717e+00,6.454823e-01
-1.555262e+00,-1.002987e+00
-1.356917e+00,-9.737384e-01
-1.324073e+00,1.312302e+00
-9.739797e-01,1.231525e+00
-1.007109e+00,8.912054e-01
-1.040515e+00,8.546793e-01
-7.420832e-01,-1.149898e+00
-8.757480e-01,-1.432431e+00
-5.142352e-01,-1.661279e+00
-5.247028e-01,-1.913815e+00
-4.799751e-01,-1.931763e+00
1.164809e-01,-1.541281e+00
1.622817e+00,7.786249e-01
-6.612696e-01,-1.705003e+00
9.263674e-02,-1.248677e+00
1.943402e-01,-1.318132e+00
2.025442e-01,-1.372066e+00
1.465051e-01,-1.385648e+00
-6.333294e-01,1.159279e+00
1.377053e+00,1.314580e+00
1.312516e+00,1.421099e+00
1.318506e+00,1.495926e+00
6.994309e-01,1.000092e+00
9.349292e-01,8.899868e-01
8.321107e-01,-1.336107e+00
-5.853988e-01,1.190413e+00
1.792053e+00,7.798792e-01
1.755971e+00,6.077345e-01
1.638993e+00,8.552770e-01
1.360349e+00,1.402709e+00
1.302549e+00,1.472623e+00
1.913587e+00,4.750346e-01
-2.553000e-01,-1.582703e+00
1.948808e-02,-1.693982e+00
-2.108549e-01,-1.779832e+00
-1.886509e-01,-1.881972e+00
-8.083751e-01,-1.663150e+00
-9.953708e-01,9.316356e-01
1.265849e-01,1.500556e+00
1.701315e+00,7.398070e-01
1.832161e+00,3.792146e-01
-1.029595e+00,1.646585e+00
-9.189468e-01,1.637335e+00
-9.425629e-01,1.433226e+00
1.917890e+00,5.286451e-01
7.151877e-01,-1.704141e+00
1.616838e+00,1.164585e+00
1.529761e+00,9.952118e-01
1.606557e+00,8.310245e-01
1.596103e+00,1.033462e+00
1.882335e+00,3.054944e-01
1.805920e+00,6.336790e-01
1.805920e+00,6.336790e-01
1.953393e+00,3.455618e-01
1.865091e+00,3.662447e-01
1.952972e+00,3.330697e-01
2.049605e-01,-1.586980e+00
1.560990e+00,1.001539e+00
-1.476870e-01,-1.329494e+00
2.596008e-01,-1.449876e+00
1.721099e+00,6.010678e-01
-5.022458e-02,-1.381667e+00
2.090613e-01,-1.426122e+00
1.626459e+00,8.942657e-01
1.742393e+00,6.735370e-01
1.739779e+00,5.461767e-01
1.677573e+00,8.845163e-01
1.658076e+00,8.919752e-01
1.831765e+00,5.338827e-01
2.006686e-01,-1.392503e+00
1.933577e+00,4.891558e-01
-1.971849e+00,1.234421e-01
2.376269e-01,-1.591399e+00
2.761805e-01,-1.386381e+00
2.908640e-01,-1.544569e+00
2.113436e-04,-1.572485e+00
3.972251e-01,-1.655312e+00
-9.558784e-01,1.606097e+00
1.163157e-01,-1.737741e+00
2.357258e-01,-1.788534e+00
-8.529907e-01,1.778872e+00
-9.700839e-01,1.728591e+00
3.507095e-01,-1.570012e+00
-5.541387e-01,1.495416e+00
3.210262e-01,-1.528674e+00
-1.013870e+00,1.684290e+00
2.054907e-01,-1.495691e+00
-4.553407e-01,1.393621e+00
-3.837078e-01,1.331010e+00
-1.247358e+00,-7.575583e-01
2.957851e-01,-1.499078e+00
-9.907916e-01,1.670371e+00
-8.696347e-01,1.717417e+00
9.780425e-01,1.155262e+00
6.508055e-01,1.203858e+00
1.261047e-01,-1.605844e+00
2.959852e-01,-1.768879e+00
-9.585590e-01,1.478694e+00
-9.485231e-01,1.444386e+00
1.645987e+00,1.127771e+00
1.697905e+00,1.022564e+00
1.841876e+00,4.974840e-01
-5.601864e-01,-1.688200e+00
-3.953151e-01,-1.823045e+00
-2.614835e-01,-1.848350e+00
-3.363958e-01,-1.886787e+00
-2.174334e-01,1.412646e+00
-3.343039e-01,1.240504e+00
-4.230089e-01,1.237031e+00
-1.116892e+00,1.593847e+00
-9.008856e-01,1.527398e+00
-9.862664e-01,1.628632e+00
-7.257227e-01,1.470328e+00
1.254620e+00,-1.506392e+00
-5.068170e-02,-1.557552e+00
-2.499630e-01,-1.586297e+00
7.151698e-02,-1.783779e+00
-1.305104e-01,-1.709537e+00
1.281366e-01,-1.946279e+00
1.505459e-01,-1.429397e+00
-7.948174e-02,-1.425492e+00
7.330467e-02,-1.520880e+00
1.938914e-02,-1.543862e+00
-9.882084e-01,1.607512e+00
1.651493e-01,-1.519232e+00
-3.285716e-01,1.421392e+00
1.775493e-01,-1.630169e+00
-2.849508e-01,1.555200e+00
-1.355486e-01,1.322811e+00
-1.892551e+00,7.409655e-02
-2.730317e-01,1.211775e+00
-1.135724e+00,1.639063e+00
-6.090412e-01,1.476405e+00
-4.539201e-01,1.400828e+00
-5.268249e-01,1.306542e+00
-1.943402e+00,9.777211e-02
3.213251e-01,-1.792929e+00
-3.983472e-01,1.492850e+00
-4.302792e-01,1.250196e+00
-2.760120e-01,1.295917e+00
-2.022508e-01,1.278682e+00
-4.653226e-01,1.279008e+00
-1.893724e-01,1.331123e+00
-2.517737e-01,1.415652e+00
-3.847346e-01,1.296717e+00
-4.919436e-01,1.286798e+00
-1.642601e-01,1.074039e+00
-4.955885e-01,1.259322e+00
1.276732e+00,-1.000311e+00
-6.613217e-01,1.479373e+00
-2.785699e-01,1.114682e+00
1.320760e+00,-1.076736e+00
-3.653425e-01,1.554775e+00
-1.437950e-01,1.333873e+00
-2.017581e-01,1.255428e+00
-4.122481e-01,1.205836e+00
