#x_cut[deg],y_cut[deg]
-2.479839e-01,-6.776717e-01
-3.368680e-01,-9.311428e-01
1.182785e+00,-3.366314e-01
1.122519e+00,-3.532592e-01
1.291007e+00,-3.545332e-01
-3.779315e-01,-6.461708e-01
1.006407e+00,-3.202397e-01
-3.594244e-01,-8.235177e-01
-6.626252e-01,5.325778e-02
-5.544997e-01,-4.376875e-02
-1.512160e-01,-7.293806e-01
-2.804584e-01,-9.586291e-01
-3.474611e-01,-9.758810e-01
1.360341e+00,-4.014115e-01
1.227289e+00,-2.972047e-01
-1.416423e-01,-8.379258e-01
1.194055e-01,-7.748173e-01
2.420352e-01,-8.234390e-01
3.303306e-02,-7.187814e-01
3.574857e-01,-9.479846e-01
-2.970964e-02,-7.831426e-01
2.026891e-01,-7.836547e-01
3.072305e-01,-9.033854e-01
-2.009681e-01,-6.655143e-01
-5.933546e-02,-9.528034e-01
-6.619549e-02,-4.695144e-01
-1.589920e-02,-4.075745e-01
-3.168879e-01,-8.714668e-01
2.926269e-01,-2.680010e-01
4.677065e-01,-3.854224e-01
-2.260034e-01,-8.386567e-01
2.436301e-01,-5.373317e-01
2.689046e-01,-5.455320e-01
-3.713794e-01,-8.322755e-01
-3.642486e-01,-9.023953e-01
-3.348054e-01,-9.050001e-01
6.145291e-01,-6.241800e-01
2.112075e-01,-3.461567e-02
-2.781698e-02,-7.690440e-02
-7.111060e-02,-9.098648e-02
2.612327e-01,-4.575244e-02
2.024834e-01,-9.271810e-02
1.770306e-01,-1.093146e-01
-6.459273e-02,-5.191072e-02
1.837241e-01,-2.956408e-02
-6.235654e-02,-8.462324e-02
1.919021e-01,-1.408577e-01
3.389938e-01,-1.408049e-01
-5.508444e-03,-1.489615e-01
2.343963e-02,-9.567876e-01
-7.874638e-02,-5.070048e-01
-2.078715e-01,-4.908667e-01
-1.688736e-01,-9.732200e-01
-4.110401e-01,-6.679743e-01
-4.220132e-01,-7.206543e-01
-1.300985e-01,-5.521535e-01
-1.949209e-01,-8.012752e-01
-5.255529e-01,3.315667e-01
-1.714035e-01,-5.234817e-01
-7.335903e-01,4.431078e-01
-4.825562e-01,5.039452e-01
-7.659730e-01,3.689546e-01
-6.980110e-01,3.439145e-01
-7.512877e-02,-5.076346e-01
-3.884260e-01,-7.843103e-01
2.470924e-01,-6.159191e-01
3.335735e-01,-7.020315e-01
-6.466255e-01,5.188825e-01
-4.325199e-01,4.147290e-01
2.874926e-01,-6.136313e-01
-5.233159e-01,5.984867e-01
-1.219224e-01,-9.843715e-01
-4.988409e-01,4.964556e-01
-4.519398e-01,4.184319e-01
-6.121551e-01,4.663651e-01
-7.197902e-01,4.300032e-01
-5.373344e-01,4.337813e-01
-6.320072e-01,3.366521e-01
-1.686655e-01,-5.382847e-01
-5.470031e-01,5.735331e-01
-6.480666e-02,-8.189681e-01
-1.811999e-01,-9.870513e-01
1.774014e-01,-3.550296e-01
1.708704e-01,-3.359389e-01
2.655688e-02,-9.893324e-01
4.698641e-01,-4.688159e-01
5.648877e-01,-6.027570e-01
-5.684057e-01,3.668202e-01
-6.995786e-01,4.725686e-01
-5.567242e-01,1.845123e-01
-6.073602e-01,1.362219e-01
-4.267887e-02,-1.356878e-01
2.011652e-01,-1.109492e-01
1.373753e-02,-1.338226e-03
1.295837e-01,-3.329555e-03
-3.589818e-01,2.105201e-01
-3.160731e-01,2.534171e-01
-6.324280e-01,2.386362e-01
-5.914767e-01,2.347155e-01
-4.519519e-01,4.199444e-01
-3.700550e-01,3.631528e-01
-5.030921e-01,3.630537e-01
-6.080920e-01,2.209403e-01
1.798428e-01,-3.960839e-01
-7.647516e-01,3.708352e-01
-4.171811e-01,2.303451e-01
5.653110e-01,-4.851951e-01
2.081358e-01,-5.054773e-01
6.073906e-01,-5.941637e-01
1.851506e-01,-2.575609e-01
3.232321e-01,-2.368822e-01
3.741712e-01,-2.787301e-01
4.005832e-01,-3.339297e-01
5.075007e-01,-4.456187e-01
-6.194762e-01,4.264912e-01
1.706344e-01,-3.928383e-01
3.944502e-01,-3.520332e-01
1.491196e-01,-4.283293e-01
2.360702e-01,-4.069796e-01
3.962510e-01,-2.922146e-01
-7.331337e-01,5.095707e-01
-6.599800e-01,2.974432e-01
-6.392515e-01,1.622456e-01
3.794806e-01,-3.350227e-01
-6.361442e-01,5.169466e-01
-4.345716e-01,4.214483e-01
-4.257690e-01,2.826404e-01
-3.343398e-01,2.283012e-01
2.341567e-01,-3.283906e-01
-5.110717e-01,2.058781e-01
2.965061e-01,-2.968764e-01
5.299961e-01,-5.795599e-01
6.289961e-01,-6.489336e-01
4.475505e-01,-5.314450e-01
4.028534e-01,-4.941988e-01
3.938527e-01,-6.614180e-01
-1.835413e+00,4.231528e-03
-8.635332e-01,5.060868e-01
6.999435e-01,-6.178421e-01
8.899036e-01,-8.436538e-01
9.605668e-01,-7.678991e-01
4.546687e-01,-5.803944e-01
-1.773125e+00,-2.367444e-01
4.622501e-01,-5.732997e-01
4.311734e-01,-6.590503e-01
-5.260143e-01,2.743045e-01
-8.133184e-01,4.633336e-01
-6.657581e-01,4.086929e-01
-7.534093e-01,3.358072e-01
-6.962177e-01,3.956180e-01
-7.778598e-01,3.758664e-01
-3.122107e-01,2.364577e-01
4.784161e-01,-4.472431e-01
4.780184e-01,-5.368941e-01
1.580710e-01,-4.737425e-01
2.116899e-01,-5.388798e-01
-2.688900e-01,1.816763e-01
-5.083103e-01,3.095312e-01
1.817258e-01,-3.240632e-01
1.375883e-01,-3.343397e-01
3.829697e-01,-3.004943e-01
3.040064e-01,-3.280715e-01
2.613123e-01,-4.611472e-01
2.942303e-01,-4.693718e-01
3.981416e-01,-6.054234e-01
3.191048e-01,-5.820988e-01
9.297659e-01,-8.163200e-01
1.032085e+00,-8.010658e-01
3.066888e-01,-2.843434e-01
2.647461e-01,-3.568233e-01
1.290447e-01,-3.418704e-01
-2.795394e-01,-7.422228e-01
-1.130056e-01,-9.031092e-01
1.285282e-01,-5.731808e-02
2.592483e-01,-4.240823e-02
2.116997e-02,-1.372873e-01
9.377163e-02,-1.270447e-01
1.317216e-01,3.184995e-02
1.408719e-01,3.114426e-02
1.137187e-01,1.290148e-02
2.275182e-01,1.402826e-03
-5.919522e-02,-7.526961e-02
1.271201e-01,-5.057364e-02
3.012419e-02,-2.320815e-03
3.928920e-02,-1.191042e-01
1.508449e-01,-5.870914e-02
-6.035755e-01,3.422577e-01
-2.813779e-01,1.894239e-01
-5.193348e-01,2.318107e-01
-6.998269e-02,-4.560893e-02
1.574383e-01,-1.392159e-02
2.635474e-01,-8.429601e-03
4.155122e-02,-5.498179e-02
-4.884808e-02,-7.810210e-02
2.187728e-01,-6.868353e-02
9.162671e-02,-1.051224e-01
-8.835788e-02,-1.135644e-02
1.943748e-03,-7.576805e-04
5.169852e-01,-4.088763e-01
5.200542e-01,-6.744373e-01
-1.821905e+00,-1.485014e-01
-1.693694e+00,-2.439710e-01
1.307323e-01,-7.007234e-02
9.604107e-01,-8.124626e-01
-2.618988e-02,-1.246891e-01
3.983251e-02,-4.746398e-02
-2.600040e-02,-6.319043e-02
-5.545609e-02,-7.359931e-02
1.564176e-01,-4.713536e-02
-3.713078e-02,-8.423996e-02
-6.442792e-01,2.726610e-01
9.939180e-02,-9.349442e-02
-9.508965e-03,-1.404573e-01
1.707111e-01,3.498260e-02
3.502352e-02,-8.085879e-02
1.372310e-01,-7.234584e-02
2.157147e-01,-1.379834e-03
-2.763512e-04,-6.680118e-02
3.656744e-02,-7.181197e-02
-1.445238e-02,-1.240666e-01
9.927801e-02,-1.374836e-01
-3.673174e-01,2.532787e-01
-2.907426e-01,2.032325e-01
-3.377812e-01,1.709082e-01
1.532574e-01,-8.146437e-02
-6.371755e-02,-2.628735e-02
-6.740148e-02,-3.192405e-02
2.220269e-01,-2.041811e-04
-6.090311e-02,-6.609093e-02
1.713329e-01,-3.096684e-02
2.247489e-01,-7.201080e-02
2.186293e-01,-1.270239e-01
2.111763e-01,-1.960134e-01
8.526682e-01,-7.122309e-01
3.897666e-01,-6.757964e-01
-1.645425e+00,-2.520456e-01
1.738930e-01,-9.027126e-02
1.139581e-01,-3.243016e-02
2.184125e-01,-3.839575e-02
-2.271049e-02,-8.616478e-02
1.121136e-01,-2.401952e-01
-4.104638e-01,2.871118e-01
-3.091717e-02,-7.885888e-01
-1.566562e+00,-5.111966e-01
6.377483e-01,-5.684882e-01
8.891277e-01,-6.988505e-01
9.758419e-01,-5.949147e-01
1.919031e-01,3.081439e-02
1.636074e-01,-1.209435e-02
1.801851e-02,-7.228777e-02
4.360730e-02,-7.808936e-02
8.962434e-02,-8.059650e-02
-3.968530e-01,2.190956e-01
5.085512e-02,-5.390269e-02
2.081967e-01,-3.474550e-02
-2.849671e-02,-8.453034e-02
3.278395e-01,-6.749557e-01
5.381227e-01,-6.690425e-01
1.254042e-01,-9.043434e-02
1.451102e-01,-5.100183e-02
3.818909e-02,-6.048839e-02
1.836109e-01,-3.396377e-01
3.883555e-01,-6.136599e-01
5.408745e-01,-6.054369e-01
2.411737e-01,-1.083416e-01
8.017502e-01,-5.266170e-01
1.119025e-01,-1.317232e-01
3.606147e-01,-1.598713e-01
2.697785e-01,-4.585729e-01
1.461422e-01,-4.576895e-01
2.512355e-01,-6.495429e-01
2.937098e-01,-7.539969e-01
-6.091069e-01,2.011416e-01
2.288419e-01,-7.363888e-01
1.247968e-01,-9.850606e-01
1.371302e-01,-1.880211e-01
1.856545e-01,-2.392748e-01
2.747783e-02,-1.483049e-01
-1.440153e+00,6.277578e-01
6.181784e-01,-5.950402e-01
9.133696e-01,-4.841385e-01
9.988267e-01,-6.240962e-01
-7.748569e-02,-4.500859e-01
-2.006649e-03,-4.720344e-01
-1.476582e+00,-5.305116e-01
5.531652e-02,1.362599e-02
2.793099e-01,-2.516756e-02
1.051771e-02,1.119118e-02
6.909246e-02,-5.484295e-02
2.270700e-02,-1.482120e-01
1.827566e-02,-1.975595e-01
9.812783e-01,-7.517782e-01
1.910661e-01,-6.357288e-02
1.034627e-01,-1.095861e-01
5.154375e-02,-1.245185e-01
2.446831e-01,-1.219261e-01
-1.141749e-02,-1.702009e-01
3.200234e-01,-1.661472e-01
9.969198e-01,-6.957868e-01
7.562482e-01,-7.160614e-01
9.160370e-01,-7.923737e-01
9.824668e-01,-8.320567e-01
4.348025e-02,-8.938143e-01
2.558353e-01,-9.603968e-01
1.813409e-01,-1.724076e-01
9.852142e-02,-2.037697e-01
-5.330958e-01,2.171478e-01
-5.334310e-01,1.690580e-01
9.227796e-01,-5.581984e-01
9.644406e-01,-6.868948e-01
8.677433e-01,-7.196362e-01
8.746115e-01,-5.782464e-01
1.116746e+00,-7.335302e-01
1.103381e+00,-7.897297e-01
-6.639913e-01,1.892572e-01
-2.841491e-01,2.409490e-01
-1.732751e+00,-1.749349e-01
-6.060106e-01,2.809828e-01
-6.663810e-01,2.365702e-01
2.360137e-01,-1.190224e-01
3.415919e-01,-3.165720e-01
5.400978e-01,-4.569865e-01
2.721685e-01,-1.394900e-01
2.821101e-01,-2.533353e-01
-5.951751e-01,-1.529121e-01
-6.923610e-01,-2.273711e-01
-8.252730e-01,-2.161254e-01
-6.384891e-01,-3.052340e-01
-4.462909e-01,-1.898799e-01
-5.280315e-01,-2.030989e-01
-5.200459e-01,-3.068226e-01
-7.366684e-01,-2.727206e-01
-6.291740e-01,-3.985194e-01
-6.600648e-01,-3.120346e-01
9.149944e-01,-6.794841e-01
7.612687e-01,-7.024647e-01
9.895689e-01,-7.953788e-01
8.374791e-01,-8.265448e-01
-7.809771e-01,-1.717211e-01
-5.245078e-01,-2.350643e-01
-5.038116e-01,-4.294522e-01
-6.283954e-01,-4.691658e-01
-4.651242e-01,-5.224106e-01
-5.347862e-01,-1.874092e-01
-6.076360e-01,-2.092016e-01
-6.916270e-01,-1.771201e-01
-4.957997e-01,-2.023502e-01
-5.422879e-01,-3.144977e-01
-5.677457e-01,-4.563407e-01
-7.346332e-01,-1.283476e-01
-6.597916e-01,-2.313990e-01
-5.115184e-01,-2.971039e-01
-5.341581e-01,-1.323971e-01
-4.026379e-01,-2.688510e-01
-6.291607e-01,-3.477466e-01
-5.662339e-01,-1.446086e-01
-6.733026e-01,-2.945874e-01
-4.011491e-01,-3.269512e-01
-4.254903e-01,-3.553239e-01
-4.968936e-01,-5.476192e-01
-5.355920e-01,-3.661458e-01
-5.801582e-01,-3.157110e-01
-4.474831e-01,-3.775980e-01
-4.847415e-01,-4.963300e-01
-8.093296e-01,-2.401601e-01
-4.509251e-01,-3.915482e-01
-6.783469e-01,-1.694100e-01
-6.046208e-01,-1.909500e-01
-6.784813e-01,-3.414564e-01
-4.838972e-01,-4.828714e-01
-1.597202e+00,-4.211923e-01
-5.730305e-01,-1.681456e-01
-5.811207e-01,-2.971452e-01
-1.558198e+00,-4.235629e-01
-1.563479e+00,-5.341635e-01
-5.388905e-01,-1.114053e-01
-5.631207e-01,-4.377858e-01
-6.484759e-01,-4.815331e-01
-6.003518e-01,-3.450062e-01
-7.417804e-01,-1.538454e-01
-7.194569e-01,-1.992796e-01
-4.479949e-01,-3.689556e-01
-2.807510e-01,-4.865725e-01
-4.982234e-01,-5.471593e-01
-5.605370e-01,-2.045162e-01
-5.978198e-01,-2.747538e-01
-4.661535e-01,-2.582631e-01
-4.960804e-01,-3.588080e-01
-6.372809e-01,-4.182636e-01
2.767082e-01,-5.334447e-01
-6.544758e-01,-2.168476e-01
-6.419783e-01,-3.816522e-01
-5.234448e-01,-3.654830e-01
-6.728222e-01,-4.454713e-01
-5.393265e-01,-4.665599e-01
-4.834722e-01,-1.120599e-01
-6.905793e-01,-3.289386e-01
-4.081261e-01,-4.835126e-01
-3.719693e-01,-3.815921e-01
8.193164e-01,-7.966236e-01
-4.688238e-01,-1.427659e-01
8.110070e-01,-5.737275e-01
7.231288e-01,-6.699161e-01
9.624800e-01,-8.126074e-01
1.032293e+00,-7.156694e-01
-6.391778e-01,8.623266e-01
2.787082e-01,-7.365069e-02
2.775478e-01,-1.198158e-01
3.890828e-01,-2.193483e-01
-5.939168e-01,9.407799e-01
-3.303537e-01,8.362862e-01
-2.660446e-01,7.840346e-01
-7.364950e-02,-5.905508e-02
-1.403650e-02,-8.004064e-02
8.181980e-02,-7.534056e-02
2.889908e-02,-1.814734e-01
-6.526622e-01,-2.422210e-01
4.886192e-03,8.636662e-03
-4.060517e-02,-4.879319e-02
2.232868e-01,-4.803293e-02
7.869835e-02,-1.399167e-01
-2.817692e-03,-1.987088e-01
1.353938e-01,4.615235e-03
-6.886293e-03,-7.363015e-02
2.442080e-01,-4.648486e-02
1.966311e-01,-1.204989e-01
-6.935256e-02,-5.489222e-02
3.561659e-01,-1.442901e-01
4.241682e-02,-2.175365e-01
1.620485e-01,-1.605876e-01
-2.857797e-01,7.544551e-01
1.330480e-01,-5.271364e-02
-4.840875e-02,-9.067942e-02
1.872437e-02,-1.040735e-01
5.985848e-02,-8.016574e-02
2.058778e-01,-1.130472e-01
2.536136e-01,-1.914142e-01
2.153761e-01,-2.502104e-01
7.582015e-02,-1.842820e-01
1.663587e-01,-2.154087e-01
-1.832690e-01,-5.030932e-01
-5.979742e-02,-4.960406e-01
-2.324399e-01,-5.150614e-01
5.680733e-02,-6.519384e-01
1.970307e-01,-1.258762e-01
1.751609e-02,-1.891222e-01
-1.388904e+00,6.016676e-01
-5.980881e-01,8.065273e-01
-3.643005e-01,6.207434e-01
-5.909761e-01,-3.281460e-01
-6.712928e-01,-4.382352e-01
-3.248865e-01,-3.837027e-01
-5.212637e-01,9.377491e-01
-4.127069e-01,9.631113e-01
-4.928671e-01,6.401258e-01
2.911533e-01,-9.118477e-02
-2.087048e-01,-4.594505e-01
-3.299268e-01,-3.748297e-01
-1.365177e-01,-4.547232e-01
-6.260875e-02,-5.270341e-01
-4.904775e-02,-4.747663e-01
-5.879749e-01,-1.395105e-01
-1.395408e+00,5.869504e-01
1.095793e-01,-4.020178e-01
7.722790e-02,-6.042144e-01
-4.901924e-01,-1.017638e-01
-5.735446e-01,-3.637750e-01
-1.627540e+00,-3.561378e-01
4.773134e-02,-6.881941e-01
-4.994657e-01,-1.792317e-01
7.004457e-02,-6.364208e-01
-2.206092e-01,-4.615580e-01
3.792427e-02,-5.597275e-01
1.954453e-01,-5.528638e-01
-1.643310e+00,4.312172e-01
-1.431521e+00,4.746856e-01
1.142978e-01,-5.759039e-01
-2.478931e-02,-6.571176e-01
-7.752883e-01,-1.392155e-01
-5.284951e-01,-3.780596e-01
-1.676849e+00,-2.619170e-01
8.552251e-01,-6.396537e-01
6.593287e-01,-5.929849e-01
9.107920e-01,-6.835231e-01
9.694377e-01,-5.629884e-01
-4.177522e-01,-2.619462e-01
-6.127963e-01,-3.445013e-01
-5.209183e-02,-5.357787e-01
-1.901738e-01,-4.730243e-01
-3.463891e-01,9.008346e-01
-4.348207e-01,6.251635e-01
7.441456e-01,-7.768558e-01
-1.704676e+00,-2.504775e-01
2.278079e-01,-6.611495e-01
2.173274e-01,-3.703766e-01
4.739086e-01,-5.250656e-01
-1.769456e+00,-2.576216e-01
-1.615196e+00,-3.477468e-01
6.376304e-01,-5.010210e-01
9.862326e-01,-5.034010e-01
7.584384e-01,-7.615321e-01
9.525199e-01,-7.700516e-01
7.503151e-01,-4.724596e-01
8.282278e-01,-6.854357e-01
1.112498e+00,-7.731414e-01
7.401104e-01,-7.692308e-01
7.954378e-01,-7.709450e-01
9.763484e-01,-7.724110e-01
-1.307499e+00,4.944639e-01
-1.736332e+00,-2.906027e-01
7.690099e-01,-5.650046e-01
8.369492e-01,-5.026217e-01
1.011417e+00,-7.156948e-01
3.044716e-03,-5.226378e-01
-4.433996e-02,-6.619004e-01
7.149683e-03,-6.029683e-01
8.860236e-01,-6.642305e-01
1.473911e-01,-7.353768e-01
9.348246e-02,-9.047065e-01
-1.514363e+00,-5.109699e-01
-1.562853e+00,-4.871481e-01
9.278309e-02,-7.397331e-01
1.774649e-02,-9.061140e-01
1.393173e-01,-6.098779e-01
3.916332e-02,-7.769665e-01
2.142181e-01,-8.728313e-01
2.445849e-01,-8.719375e-01
1.760040e-01,-9.054629e-01
6.214873e-01,2.896269e-01
1.189401e-01,-7.861534e-01
9.537956e-01,-6.174125e-01
9.301993e-01,-5.791775e-01
-1.682023e+00,-3.439872e-01
-1.699528e+00,-3.342293e-01
1.235544e-01,-7.763391e-01
2.322280e-01,-7.723812e-01
3.168092e-01,-7.525890e-01
3.699137e-01,-2.643645e-01
5.284908e-01,-4.975419e-01
-1.862603e+00,-8.611494e-02
-1.668552e+00,-2.205630e-01
2.405198e-01,-6.430397e-01
2.404018e-01,-8.702493e-01
4.460156e-02,-7.017287e-01
1.026704e-01,-7.261541e-01
1.279982e-01,-8.169311e-01
3.194693e-01,-8.869580e-01
-1.465727e+00,-5.741786e-01
1.919060e-01,-7.063208e-01
1.328933e-01,-8.229537e-01
3.140337e-01,-9.117908e-01
2.928493e-01,1.223587e-01
1.947925e-01,-5.609672e-01
-1.776005e+00,-2.864843e-01
-3.667392e-02,-7.602103e-01
4.011078e-01,2.761367e-01
-1.551201e+00,-4.222865e-01
2.024301e-01,-7.982039e-01
1.743400e-01,-8.808092e-01
1.603020e-01,-5.611464e-01
3.445176e-01,2.084401e-01
4.153466e-01,6.554954e-01
6.525603e-01,2.317171e-01
5.620634e-01,1.774245e-01
2.112714e-01,-7.526275e-01
2.908111e-01,-8.296250e-01
-5.944900e-02,-7.225389e-01
1.775460e-01,-5.529684e-01
5.782842e-01,1.870809e-01
9.222040e-01,-6.847070e-01
4.922035e-01,3.007346e-01
3.874324e-01,2.654012e-01
3.027714e-01,1.814204e-01
-7.762847e-02,-4.478682e-01
2.561218e-02,-6.140287e-01
2.707304e-01,1.713124e-01
2.512990e-01,2.269031e-01
2.512990e-01,2.269031e-01
3.727378e-01,6.054192e-02
3.178537e-01,2.721221e-03
6.320056e-01,4.325280e-02
2.114710e-01,2.198821e-01
2.201496e-01,1.183469e-01
4.619486e-01,2.279264e-01
1.935845e-01,2.396803e-01
2.043388e-01,2.029847e-01
2.668348e-01,9.377415e-02
5.365685e-01,1.645519e-02
5.716155e-01,1.708716e-01
2.643647e-01,4.267348e-02
4.122203e-01,-4.682749e-03
3.294810e-01,-3.448568e-02
5.403749e-01,-8.137940e-02
3.542290e-01,1.058697e-01
5.115128e-01,9.125145e-02
5.975924e-01,1.322277e-01
6.469942e-01,5.382751e-02
3.984681e-01,-1.557297e-01
5.020267e-01,-9.747878e-02
5.276395e-01,-1.988182e-01
6.434348e-01,-2.265041e-01
8.259187e-01,-5.338530e-01
6.270654e-01,-5.583517e-01
2.878561e-01,1.362055e-01
3.076203e-01,5.657536e-02
6.318193e-01,9.575459e-02
3.297521e-01,8.142572e-03
2.949178e-01,-2.115672e-02
3.831296e-01,1.212617e-01
3.573802e-01,9.922993e-02
5.275231e-01,4.008638e-02
4.966852e-01,2.726418e-02
3.756517e-01,1.020829e-01
3.460530e-01,1.899073e-01
2.529458e-01,1.098848e-01
2.728701e-01,8.175192e-02
2.806684e-01,8.711363e-02
3.976382e-01,-2.063325e-02
5.932545e-01,-9.398267e-02
4.649996e-01,-1.632768e-01
1.966933e-01,1.743595e-01
5.652454e-01,6.816515e-02
2.471176e-01,2.478046e-01
1.918611e-01,2.202113e-01
4.752929e-01,8.799434e-02
6.096241e-01,5.949370e-02
2.795359e-01,5.300438e-02
2.987541e-01,1.833090e-02
3.970412e-01,-3.021108e-02
6.361140e-01,-2.253165e-01
1.093289e+00,-7.836695e-01
1.126087e+00,-7.695363e-01
2.271368e-01,1.223489e-01
4.595388e-01,1.061906e-01
4.753944e-01,3.570889e-02
4.772614e-01,2.089300e-02
3.494511e-01,1.174979e-01
5.419399e-01,2.490378e-01
1.950192e-01,1.503852e-01
3.932325e-01,2.104768e-01
5.355075e-01,1.053199e-01
3.615929e-01,3.396532e-02
4.073008e-01,1.797584e-02
4.425555e-01,1.918674e-02
3.518326e-01,1.763682e-02
4.656835e-01,-2.239909e-01
6.623972e-01,-2.269114e-01
4.581862e-01,2.853978e-01
3.726111e-01,1.789933e-01
2.001011e-01,1.903178e-01
6.019498e-01,1.356805e-01
3.741589e-01,1.547608e-02
-1.502863e+00,-4.564054e-01
3.414973e-01,2.755981e-01
5.047745e-01,1.970256e-01
3.160474e-01,1.234679e-01
3.116061e-01,2.008195e-01
2.808938e-01,1.561749e-01
4.894076e-01,2.579700e-01
2.216892e-01,1.407935e-01
4.575655e-01,1.485379e-01
2.572982e-01,1.110079e-01
4.511813e-01,5.159894e-02
6.212036e-01,5.238781e-02
3.992907e-01,-9.603063e-03
4.504321e-01,5.779367e-02
2.796764e-01,9.916729e-03
5.931831e-01,-1.501851e-02
3.905571e-01,-5.155990e-02
2.065367e-01,2.222705e-01
3.251755e-01,2.148433e-01
2.322624e-01,1.039511e-01
4.721079e-01,1.144080e-01
3.703005e-01,7.886819e-02
3.492129e-01,-9.765683e-01
2.588197e-01,1.394092e-01
4.905633e-01,8.027974e-03
3.390317e-01,2.923019e-02
6.096974e-01,1.921195e-03
2.598378e-01,9.984865e-02
3.160937e-01,4.000956e-02
4.911564e-01,5.021937e-02
3.111773e-01,8.120831e-03
5.474947e-01,5.897407e-02
4.130713e-01,-2.046771e-01
6.210353e-01,-1.578565e-01
4.392692e-01,8.103264e-02
3.133887e-01,3.261542e-03
3.829883e-01,5.102797e-03
5.051156e-01,1.208563e-01
5.983179e-01,-2.817423e-01
3.717310e-01,1.339773e-02
-1.577485e+00,-4.770312e-01
3.474452e-01,1.170425e-03
3.714469e-01,-8.694324e-03
5.307926e-01,-2.901425e-02
6.256821e-01,-9.509242e-02
6.290594e-01,-1.548026e-01
5.976604e-01,-1.878437e-01
6.532492e-01,-3.929667e-01
7.916531e-01,-4.115575e-01
4.300810e-01,3.452988e-02
3.534410e-01,1.032046e-01
4.854261e-01,1.156734e-01
3.034172e-01,1.985940e-01
2.333627e-01,3.720264e-02
4.607744e-02,-1.360595e-01
-1.044741e-02,-3.094186e-02
-1.166262e-02,-1.547486e-01
1.793229e-01,-1.888986e-01
6.737534e-01,-2.932238e-02
4.814225e-01,-1.842071e-01
4.651326e-01,-1.822557e-01
-1.095444e+00,3.026394e-01
-9.756855e-01,1.877502e-01
-7.926866e-01,1.739660e-01
-6.279983e-01,9.690188e-02
-1.123631e+00,4.875790e-01
-1.006938e+00,4.630756e-01
-1.262890e+00,4.983712e-01
-8.369421e-01,4.366705e-01
-1.134875e+00,3.377287e-01
-1.160241e+00,3.692827e-01
-8.403962e-01,-1.046997e-01
-1.274778e+00,5.652040e-01
-9.705542e-01,6.144891e-01
-1.139311e+00,5.015702e-01
-1.124998e+00,3.965913e-01
-1.141011e+00,4.204048e-01
-1.042738e+00,4.365121e-01
-7.786855e-01,3.362125e-01
-7.073096e-01,2.084546e-01
2.395446e-01,2.387967e-01
2.241713e-01,1.666389e-01
-1.173645e+00,4.820490e-01
-1.144916e+00,2.961619e-01
-9.103652e-01,2.118943e-01
2.899108e-01,1.870143e-01
4.001069e-01,4.375557e-02
3.610412e-01,1.249141e-02
3.304104e-01,2.594428e-03
4.086784e-01,2.992508e-03
4.811992e-01,4.862631e-02
5.171475e-01,-8.100736e-02
3.680637e-01,-5.635903e-02
5.497098e-01,-1.472038e-01
2.533129e-01,1.627738e-01
2.647468e-01,1.740890e-01
3.118763e-01,5.443049e-02
3.129516e-01,-1.112860e-02
2.658115e-01,8.466370e-02
5.630397e-01,-1.501712e-01
2.316357e-01,1.576772e-01
3.216097e-01,1.723596e-02
3.181703e-01,-2.938192e-02
3.163177e-01,5.971878e-03
3.745046e-01,-7.061424e-03
4.671673e-01,-7.123428e-03
3.755748e-01,-1.401062e-01
4.915076e-01,-1.374125e-01
5.403075e-01,-2.554472e-01
6.001316e-01,-2.926813e-01
3.460645e-01,-3.061477e-02
6.485853e-01,-2.769791e-02
3.758985e-01,-1.225373e-01
3.646016e-01,-8.456577e-02
4.610434e-01,-1.980076e-01
-3.475411e-02,-5.822380e-01
4.007237e-01,-9.698390e-01
3.457380e-01,1.736865e-01
5.321158e-01,-6.507693e-02
7.341900e-01,-1.791833e-01
6.351833e-01,-2.298392e-01
6.655190e-01,-3.370338e-01
5.574571e-01,-3.763873e-01
6.678169e-01,-4.387723e-01
2.728974e-01,1.132176e-01
4.971838e-01,-7.463161e-03
5.184526e-01,-7.673184e-02
3.681480e-01,-1.230544e-01
7.051210e-01,-1.330420e-01
1.482706e-02,-5.698681e-01
-1.213367e+00,4.445805e-01
-1.059178e+00,4.790258e-01
-1.091089e+00,2.068838e-01
-8.727641e-01,-1.027422e-01
-8.013837e-01,-8.927330e-02
-1.429192e+00,5.057299e-01
-1.620858e-02,-4.116680e-01
7.851556e-02,-4.336765e-01
1.925699e-01,-6.106725e-01
-5.002921e-02,-7.066223e-01
-5.371121e-01,-6.970645e-02
4.892591e-02,-5.145962e-01
7.035446e-01,-1.850491e-01
-1.154768e+00,5.801383e-01
-1.006469e+00,4.889392e-01
-9.365396e-01,5.402809e-01
-1.069882e+00,2.881562e-01
-7.727988e-01,2.889319e-01
-9.871464e-01,5.782503e-01
-1.045325e+00,6.058906e-01
-1.271353e+00,4.912361e-01
-1.076253e+00,3.820662e-01
-1.243233e+00,4.564144e-01
-7.591118e-01,-4.531598e-02
-1.062511e+00,4.143319e-01
-7.128035e-01,1.172964e-01
-6.999356e-01,1.269579e-01
4.531747e-01,-1.392043e-01
5.548586e-01,-2.057803e-01
-1.194816e+00,3.670656e-01
-9.101145e-01,2.568986e-01
6.882266e-01,-2.204504e-01
-1.019688e+00,5.282422e-01
5.876232e-01,-5.927509e-02
-1.175072e+00,4.555146e-01
-1.221646e+00,4.184477e-01
